,AAPL
385,175.028
386,175.05
387,175.04
388,175.044
389,175.04
390,175.07
391,175.115
392,175.07
393,175.061
394,175.1
395,174.998
396,175.106
397,175.103
398,175.1
399,175.1
400,175.11
401,175.13
402,175.11
403,175.11
404,175.087
405,175.08
406,175.08
407,175.09
408,175.09
409,175.123
410,175.11
411,175.1
412,175.11
413,175.16
414,175.165
415,175.165
416,175.13
417,175.15
418,175.16
419,175.153
420,175.162
421,175.17
422,175.1
423,175.115
424,175.17
425,175.17
426,175.17
427,175.16
428,175.17
429,175.14
430,175.16
431,175.16
432,175.2
433,175.2
434,175.21
435,175.19
436,175.2
437,175.25
438,175.24
439,175.21
440,175.203
441,175.2
442,175.21
443,175.22
444,175.215
445,175.21
446,175.21
447,175.199
448,175.22
449,175.215
450,175.22
451,175.22
452,175.203
453,175.215
454,175.22
455,175.21
456,175.21
457,175.22
458,175.21
459,175.212
460,175.205
461,175.21
462,175.22
463,175.215
464,175.223
465,175.23
466,175.21
467,175.225
468,175.23
469,175.215
470,175.22
471,175.22
472,175.24
473,175.24
474,175.248
475,175.235
476,175.239
477,175.25
478,175.25
479,175.25
480,175.29
481,175.27
482,175.261
483,175.26
484,175.24
485,175.27
486,175.28
487,175.29
488,175.28
489,175.268
490,175.275
491,175.275
492,175.285
493,175.24
494,175.266
495,175.25
496,175.25
497,175.21
498,175.22
499,175.246
500,175.23
501,175.22
502,175.2
503,175.16
504,175.16
505,175.16
506,175.185
507,175.19
508,175.193
509,175.21
510,175.196
511,175.19
512,175.19
513,175.2
514,175.22
515,175.191
516,175.18
517,175.19
518,175.21
519,175.236
520,175.271
521,175.28
522,175.23
523,175.24
524,175.245
525,175.26
526,175.255
527,175.29
528,175.25
529,175.287
530,175.29
531,175.297
532,175.28
533,175.3
534,175.288
535,175.29
536,175.29
537,175.28
538,175.279
539,175.275
540,175.272
541,175.28
542,175.254
543,175.27
544,175.29
545,175.256
546,175.26
547,175.25
548,175.26
549,175.25
550,175.25
551,175.24
552,175.237
553,175.205
554,175.229
555,175.205
556,175.21
557,175.25
558,175.23
559,175.22
560,175.215
561,175.25
562,175.27
563,175.27
564,175.25
565,175.24
566,175.265
567,175.26
568,175.253
569,175.275
570,175.28
571,175.267
572,175.28
573,175.29
574,175.3
575,175.305
576,175.31
577,175.32
578,175.31
579,175.315
580,175.32
581,175.31
582,175.292
583,175.29
584,175.29
585,175.275
586,175.31
587,175.31
588,175.3
589,175.3
590,175.28
591,175.26
592,175.276
593,175.27
594,175.28
595,175.27
596,175.26
597,175.21
598,175.18
599,175.19
600,175.215
601,175.21
602,175.205
603,175.22
604,175.211
605,175.19
606,175.2
607,175.19
608,175.205
609,175.255
610,175.22
611,175.21
612,175.195
613,175.18
614,175.152
615,175.188
616,175.189
617,175.2
618,175.19
619,175.195
620,175.19
621,175.21
622,175.24
623,175.23
624,175.22
625,175.23
626,175.22
627,175.215
628,175.24
629,175.25
630,175.25
631,175.245
632,175.24
633,175.24
634,175.24
635,175.27
636,175.27
637,175.275
638,175.28
639,175.279
640,175.29
641,175.29
642,175.292
643,175.28
644,175.29
645,175.3
646,175.31
647,175.325
648,175.31
649,175.385
650,175.38
651,175.345
652,175.3
653,175.28
654,175.297
655,175.33
656,175.37
657,175.35
658,175.36
659,175.36
660,175.38
661,175.361
662,175.365
663,175.37
664,175.38
665,175.36
666,175.365
667,175.363
668,175.375
669,175.36
670,175.37
671,175.37
672,175.38
673,175.351
674,175.33
675,175.32
676,175.31
677,175.31
678,175.33
679,175.335
680,175.32
681,175.315
682,175.31
683,175.26
684,175.255
685,175.25
686,175.27
687,175.24
688,175.22
689,175.25
690,175.24
691,175.24
692,175.24
693,175.2
694,175.25
695,175.23
696,175.234
697,175.255
698,175.26
699,175.25
700,175.245
701,175.2
702,175.24
703,175.23
704,175.24
705,175.24
706,175.255
707,175.242
708,175.265
709,175.265
710,175.24
711,175.25
712,175.23
713,175.24
714,175.27
715,175.275
716,175.23
717,175.23
718,175.25
719,175.28
720,175.27
721,175.27
722,175.29
723,175.3
724,175.29
725,175.294
726,175.26
727,175.265
728,175.296
729,175.305
730,175.312
731,175.31
732,175.299
733,175.299
734,175.305
735,175.3
736,175.3
737,175.31
738,175.34
739,175.34
740,175.33
741,175.335
742,175.34
743,175.32
744,175.32
745,175.35
746,175.365
747,175.34
748,175.35
749,175.325
750,175.31
751,175.29
752,175.29
753,175.26
754,175.27
755,175.29
756,175.24
757,175.21
758,175.18
759,175.22
760,175.23
761,175.22
762,175.205
763,175.24
764,175.25
765,175.26
766,175.28
767,175.27
768,175.27
769,175.275
770,175.26
771,175.24
772,175.245
773,175.26
774,175.26
775,175.25
776,175.21
777,175.22
778,175.24
779,175.22
780,175.18
781,175.19
782,175.193
783,175.226
784,175.204
785,175.19
786,175.22
787,175.23
788,175.21
789,175.22
790,175.21
791,175.235
792,175.21
793,175.216
794,175.2
795,175.2
796,175.21
797,175.17
798,175.16
799,175.17
800,175.16
801,175.17
802,175.17
803,175.16
804,175.12
805,175.13
806,175.125
807,175.11
808,175.13
809,175.136
810,175.143
811,175.14
812,175.13
813,175.13
814,175.11
815,175.09
816,175.143
817,175.13
818,175.09
819,175.11
820,175.11
821,175.087
822,175.12
823,175.1
824,175.08
825,175.08
826,175.12
827,175.11
828,175.095
829,175.07
830,175.075
831,175.075
832,175.065
833,175.066
834,175.08
835,175.04
836,175.055
837,175.08
838,175.055
839,175.03
840,175.04
841,175.015
842,175.005
843,175.005
844,175.01
845,175
846,175.023
847,175.055
848,175.073
849,175.08
850,175.08
851,175.078
852,175.135
853,175.08
854,175.06
855,175.061
856,175.09
857,175.082
858,175.103
859,175.11
860,175.12
861,175.135
862,175.11
863,175.1
864,175.11
865,175.1
866,175.128
867,175.12
868,175.108
869,175.12
870,175.12
871,175.117
872,175.12
873,175.09
874,175.11
875,175.11
876,175.11
877,175.118
878,175.121
879,175.12
880,175.11
881,175.11
882,175.12
883,175.12
884,175.08
885,175.1
886,175.12
887,175.09
888,175.03
889,175.02
890,175.03
891,175.038
892,175.05
893,175.02
894,175.02
895,175.02
896,175.02
897,175.02
898,175.005
899,175.005
900,175.025
901,175.02
902,175.01
903,174.99
904,174.995
905,174.981
906,175.009
907,175.01
908,174.985
909,175
910,175.01
911,175.01
912,175.01
913,175
914,174.985
915,174.96
916,174.95
917,174.97
918,174.97
919,174.97
920,174.985
921,174.99
922,174.98
923,174.975
924,174.98
925,175.005
926,174.996
927,174.98
928,174.98
929,174.99
930,175.01
931,175.007
932,174.984
933,175.005
934,175
935,175.008
936,175.006
937,175.01
938,175.015
939,175.005
940,174.996
941,175
942,175
943,175.003
944,175
945,175
946,175
947,175.005
948,175
949,175.005
950,174.99
951,174.977
952,175
953,175
954,174.98
955,174.978
956,174.98
957,174.98
958,174.96
959,174.97
960,174.98
961,174.99
962,174.98
963,174.985
964,174.99
965,174.984
966,174.985
967,174.98
968,174.97
969,174.98
970,174.98
971,174.96
972,174.97
973,174.98
974,174.979
975,175
976,174.995
977,174.994
978,175.003
979,175.005
980,175.01
981,174.99
982,175
983,174.99
984,175
985,174.97
986,174.96
987,174.996
988,174.98
989,175
990,174.99
991,174.99
992,175
993,174.993
994,174.997
995,175
996,175
997,174.997
998,174.99
999,174.995
1000,175.005
1001,175.005
1002,175
1003,175.005
1004,175.01
1005,175.01
1006,175.01
1007,175.015
1008,175.015
1009,175.003
1010,175.006
1011,175.009
1012,175.01
1013,175.01
1014,175.01
1015,175.01
1016,175.015
1017,175.03
1018,175.05
1019,175.057
1020,175.055
1021,175.08
1022,175.07
1023,175.083
1024,175.08
1025,175.082
1026,175.097
1027,175.1
1028,175.1
1029,175.09
1030,175.07
1031,175.07
1032,175.08
1033,175.083
1034,175.08
1035,175.075
1036,175.07
1037,175.066
1038,175.05
1039,175.06
1040,175.079
1041,175.09
1042,175.078
1043,175.08
1044,175.15
1045,175.2
1046,175.25
1047,175.26
1048,175.23
1049,175.21
1050,175.19
1051,175.19
1052,175.193
1053,175.182
1054,175.16
1055,175.175
1056,175.17
1057,175.141
1058,175.16
1059,175.165
1060,175.18
1061,175.175
1062,175.186
1063,175.17
1064,175.17
1065,175.22
1066,175.24
1067,175.22
1068,175.221
1069,175.243
1070,175.275
1071,175.258
1072,175.255
1073,175.23
1074,175.245
1075,175.243
1076,175.23
1077,175.25
1078,175.225
1079,175.24
1080,175.21
1081,175.215
1082,175.195
1083,175.205
1084,175.193
1085,175.19
1086,175.19
1087,175.215
1088,175.22
1089,175.21
1090,175.195
1091,175.19
1092,175.21
1093,175.23
1094,175.235
1095,175.24
1096,175.24
1097,175.25
1098,175.26
1099,175.15
1100,175.16
1101,175.18
1102,175.19
1103,175.185
1104,175.15
1105,175.12
1106,175.125
1107,175.14
1108,175.1
1109,175.149
1110,175.2
1111,175.19
1112,175.19
1113,175.201
1114,175.16
1115,175.12
1116,175.14
1117,175.18
1118,175.17
1119,175.164
1120,175.18
1121,175.15
1122,175.14
1123,175.14
1124,175.16
1125,175.19
1126,175.17
1127,175.16
1128,175.14
1129,175.14
1130,175.131
1131,175.143
1132,175.14
1133,175.16
1134,175.17
1135,175.17
1136,175.16
1137,175.185
1138,175.12
1139,175.13
1140,175.15
1141,175.15
1142,175.17
1143,175.19
1144,175.2
1145,175.22
1146,175.25
1147,175.24
1148,175.24
1149,175.215
1150,175.22
1151,175.23
1152,175.26
1153,175.229
1154,175.22
1155,175.255
1156,175.26
1157,175.26
1158,175.26
1159,175.24
1160,175.24
1161,175.235
1162,175.21
1163,175.2
1164,175.205
1165,175.22
1166,175.19
1167,175.2
1168,175.22
1169,175.2
1170,175.17
1171,175.19
1172,175.166
1173,175.17
1174,175.176
1175,175.19
1176,175.17
1177,175.19
1178,175.17
1179,175.17
1180,175.16
1181,175.18
1182,175.17
1183,175.17
1184,175.17
1185,175.175
1186,175.18
1187,175.187
1188,175.185
1189,175.185
1190,175.2
1191,175.2
1192,175.205
1193,175.21
1194,175.238
1195,175.223
1196,175.24
1197,175.24
1198,175.229
1199,175.221
1200,175.235
1201,175.243
1202,175.24
1203,175.23
1204,175.211
1205,175.22
1206,175.22
1207,175.21
1208,175.22
1209,175.22
1210,175.214
1211,175.22
1212,175.21
1213,175.18
1214,175.2
1215,175.2
1216,175.203
1217,175.21
1218,175.204
1219,175.18
1220,175.19
1221,175.218
1222,175.25
1223,175.26
1224,175.24
1225,175.25
1226,175.25
1227,175.22
1228,175.21
1229,175.21
1230,175.2
1231,175.205
1232,175.2
1233,175.207
1234,175.2
1235,175.19
1236,175.19
1237,175.19
1238,175.2
1239,175.205
1240,175.259
1241,175.265
1242,175.264
1243,175.24
1244,175.238
1245,175.235
1246,175.26
1247,175.245
1248,175.22
1249,175.221
1250,175.238
1251,175.232
1252,175.2
1253,175.2
1254,175.17
1255,175.166
1256,175.18
1257,175.173
1258,175.15
1259,175.13
1260,175.145
1261,175.135
1262,175.13
1263,175.132
1264,175.13
1265,175.15
1266,175.13
1267,175.12
1268,175.14
1269,175.13
1270,175.13
1271,175.135
1272,175.14
1273,175.13
1274,175.114
1275,175.125
1276,175.15
1277,175.14
1278,175.12
1279,175.143
1280,175.127
1281,175.124
1282,175.15
1283,175.15
1284,175.131
1285,175.17
1286,175.17
1287,175.18
1288,175.18
1289,175.19
1290,175.18
1291,175.18
1292,175.18
1293,175.19
1294,175.21
1295,175.19
1296,175.205
1297,175.22
1298,175.22
1299,175.19
1300,175.15
1301,175.135
1302,175.14
1303,175.127
1304,175.12
1305,175.13
1306,175.11
1307,175.09
1308,175.105
1309,175.1
1310,175.11
1311,175.11
1312,175.11
1313,175.1
1314,175.105
1315,175.105
1316,175.1
1317,175.1
1318,175.11
1319,175.1
1320,175.09
1321,175.1
1322,175.085
1323,175.08
1324,175.09
1325,175.086
1326,175.08
1327,175.1
1328,175.085
1329,175.11
1330,175.12
1331,175.12
1332,175.129
1333,175.12
1334,175.115
1335,175.07
1336,175.06
1337,175.088
1338,175.08
1339,175.1
1340,175.11
1341,175.1
1342,175.115
1343,175.115
1344,175.12
1345,175.076
1346,175.08
1347,175.09
1348,175.12
1349,175.11
1350,175.12
1351,175.12
1352,175.12
1353,175.125
1354,175.1
1355,175.09
1356,175.09
1357,175.08
1358,175.076
1359,175.075
1360,175.08
1361,175.08
1362,175.08
1363,175.081
1364,175.084
1365,175.085
1366,175.08
1367,175.08
1368,175.08
1369,175.07
1370,175.09
1371,175.08
1372,175.074
1373,175.08
1374,175.08
1375,175.07
1376,175.07
1377,175.05
1378,175.05
1379,175.044
1380,175.025
1381,175.03
1382,175.036
1383,175.04
1384,175.03
1385,175.02
1386,175.041
1387,175.045
1388,175.06
1389,175.06
1390,175.03
1391,175.01
1392,175.018
1393,175.02
1394,175.02
1395,175.01
1396,175.015
1397,175
1398,174.985
1399,175
1400,174.99
1401,174.99
1402,174.98
1403,174.99
1404,174.99
1405,174.99
1406,174.985
1407,175.01
1408,175
1409,174.99
1410,174.98
1411,174.98
1412,174.975
1413,174.99
1414,174.975
1415,174.95
1416,174.935
1417,174.915
1418,174.93
1419,174.953
1420,174.95
1421,174.98
1422,174.98
1423,174.984
1424,174.99
1425,174.99
1426,174.96
1427,175
1428,174.97
1429,174.967
1430,174.95
1431,174.955
1432,174.95
1433,174.945
1434,174.943
1435,174.95
1436,174.94
1437,174.94
1438,174.93
1439,174.925
1440,174.924
1441,174.923
1442,174.94
1443,174.925
1444,174.945
1445,174.941
1446,174.94
1447,174.96
1448,174.99
1449,174.98
1450,174.97
1451,174.98
1452,174.99
1453,174.99
1454,174.99
1455,174.99
1456,175.01
1457,175.01
1458,175
1459,175.005
1460,175.02
1461,175
1462,174.989
1463,174.989
1464,174.994
1465,175.02
1466,175.03
1467,175
1468,175
1469,174.98
1470,175
1471,175.01
1472,175.005
1473,175.003
1474,174.98
1475,174.986
1476,174.98
1477,174.985
1478,174.995
1479,175
1480,175.015
1481,175.014
1482,175.01
1483,175.026
1484,175.02
1485,175.02
1486,175
1487,174.97
1488,174.98
1489,174.976
1490,174.97
1491,174.98
1492,174.996
1493,174.99
1494,174.99
1495,174.99
1496,174.993
1497,174.98
1498,174.995
1499,174.975
1500,174.985
1501,174.99
1502,174.995
1503,175.01
1504,175.005
1505,175
1506,174.994
1507,174.993
1508,174.995
1509,174.99
1510,174.984
1511,174.989
1512,175
1513,174.99
1514,174.98
1515,174.98
1516,174.99
1517,174.988
1518,174.994
1519,175.011
1520,175.013
1521,175.03
1522,175.029
1523,175.02
1524,175.03
1525,175.035
1526,175.04
1527,175.04
1528,175.05
1529,175.05
1530,175.06
1531,175.036
1532,175.05
1533,175.033
1534,175.05
1535,175.04
1536,175.05
1537,175.05
1538,175.03
1539,175.03
1540,175.03
1541,175.02
1542,175.01
1543,175
1544,175
1545,175.015
1546,175.027
1547,175.02
1548,175.02
1549,175.01
1550,175.015
1551,175.01
1552,175.02
1553,175.021
1554,175.029
1555,175.03
1556,175.02
1557,175.03
1558,175.026
1559,175.02
1560,175.025
1561,175.02
1562,175.018
1563,175.015
1564,175.02
1565,175.01
1566,175.015
1567,175.01
1568,175.04
1569,175.05
1570,175.045
1571,175.03
1572,175.03
1573,175.04
1574,175.04
1575,175.05
1576,175.055
1577,175.04
1578,175.03
1579,175.01
1580,175.01
1581,175.03
1582,175.03
1583,175.035
1584,175.03
1585,175.04
1586,175.034
1587,175.035
1588,175.03
1589,175.025
1590,175.02
1591,175.02
1592,175.02
1593,175.02
1594,175.03
1595,175.024
1596,175.02
1597,175.027
1598,175.039
1599,175
1600,174.99
1601,175
1602,174.989
1603,174.995
1604,174.99
1605,174.99
1606,174.99
1607,175
1608,174.99
1609,175
1610,175.01
1611,175.01
1612,175.002
1613,174.99
1614,175
1615,174.98
1616,174.99
1617,174.98
1618,174.98
1619,174.985
1620,174.995
1621,175.01
1622,175
1623,175.005
1624,175.059
1625,175.034
1626,175.02
1627,175.02
1628,175.03
1629,175.002
1630,174.99
1631,174.99
1632,174.99
1633,175.02
1634,175.02
1635,175.025
1636,175.04
1637,175.05
1638,175.05
1639,175.045
1640,175.044
1641,175.05
1642,175.05
1643,175.09
1644,175.1
1645,175.085
1646,175.064
1647,175.095
1648,175.065
1649,175.075
1650,175.073
1651,175.077
1652,175.07
1653,175.075
1654,175.1
1655,175.095
1656,175.06
1657,175.085
1658,175.09
1659,175.08
1660,175.1
1661,175.08
1662,175.07
1663,175.07
1664,175.07
1665,175.08
1666,175.08
1667,175.1
1668,175.09
1669,175.05
1670,175.055
1671,175.055
1672,175.06
1673,175.04
1674,175.02
1675,175.05
1676,175.07
1677,175.071
1678,175.1
1679,175.09
1680,175.096
1681,175.091
1682,175.09
1683,175.1
1684,175.1
1685,175.105
1686,175.139
1687,175.13
1688,175.15
1689,175.17
1690,175.17
1691,175.171
1692,175.181
1693,175.2
1694,175.2
1695,175.16
1696,175.17
1697,175.17
1698,175.165
1699,175.18
1700,175.17
1701,175.16
1702,175.17
1703,175.19
1704,175.18
1705,175.16
1706,175.149
1707,175.13
1708,175.14
1709,175.13
1710,175.13
1711,175.12
1712,175.12
1713,175.11
1714,175.1
1715,175.108
1716,175.11
1717,175.11
1718,175.122
1719,175.11
1720,175.14
1721,175.12
1722,175.14
1723,175.11
1724,175.113
1725,175.117
1726,175.13
1727,175.13
1728,175.1
1729,175.117
1730,175.11
1731,175.11
1732,175.13
1733,175.16
1734,175.15
1735,175.145
1736,175.15
1737,175.135
1738,175.15
1739,175.145
1740,175.145
1741,175.15
1742,175.15
1743,175.15
1744,175.15
1745,175.15
1746,175.15
1747,175.16
1748,175.156
1749,175.154
1750,175.156
1751,175.156
1752,175.15
1753,175.15
1754,175.16
1755,175.14
1756,175.15
1757,175.14
1758,175.14
1759,175.13
1760,175.13
1761,175.138
1762,175.134
1763,175.135
1764,175.138
1765,175.121
1766,175.12
1767,175.1
1768,175.11
1769,175.1
1770,175.11
1771,175.1
1772,175.1
1773,175.1
1774,175.109
1775,175.11
1776,175.1
1777,175.1
1778,175.09
1779,175.09
1780,175.11
1781,175.07
1782,175.1
1783,175.1
1784,175.09
1785,175.1
1786,175.104
1787,175.087
1788,175.09
1789,175.09
1790,175.085
1791,175.09
1792,175.1
1793,175.1
1794,175.09
1795,175.11
1796,175.09
1797,175.089
1798,175.09
1799,175.08
1800,175.08
1801,175.09
1802,175.11
1803,175.11
1804,175.12
1805,175.115
1806,175.115
1807,175.115
1808,175.13
1809,175.14
1810,175.135
1811,175.14
1812,175.144
1813,175.14
1814,175.12
1815,175.145
1816,175.15
1817,175.15
1818,175.12
1819,175.12
1820,175.12
1821,175.12
1822,175.115
1823,175.11
1824,175.12
1825,175.135
1826,175.13
1827,175.14
1828,175.13
1829,175.11
1830,175.12
1831,175.125
1832,175.105
1833,175.1
1834,175.09
1835,175.06
1836,175.04
1837,175.07
1838,175.05
1839,175.05
1840,175.04
1841,175.06
1842,175.06
1843,175.08
1844,175.09
1845,175.069
1846,175.06
1847,175.05
1848,175.053
1849,175.05
1850,175.03
1851,175.036
1852,175.05
1853,175.04
1854,175.02
1855,175
1856,174.996
1857,175.01
1858,175
1859,175.007
1860,175
1861,175
1862,174.965
1863,174.99
1864,174.97
1865,174.98
1866,175.037
1867,175.02
1868,175.02
1869,175.025
1870,175.03
1871,175.02
1872,175.03
1873,175.02
1874,175.04
1875,175.05
1876,175.04
1877,175.01
1878,175
1879,175.01
1880,175.053
1881,175.05
1882,175.07
1883,175.072
1884,175.07
1885,175.075
1886,175.09
1887,175.07
1888,175.06
1889,175.09
1890,175.09
1891,175.08
1892,175.055
1893,175.067
1894,175.064
1895,175.07
1896,175.085
1897,175.08
1898,175.06
1899,175.07
1900,175.07
1901,175.07
1902,175.05
1903,175.055
1904,175.04
1905,175.05
1906,175.04
1907,175.06
1908,175.042
1909,175.041
1910,175.05
1911,175.05
1912,175.054
1913,175.05
1914,175.07
1915,175.066
1916,175.063
1917,175.08
1918,175.09
1919,175.08
1920,175.09
1921,175.095
1922,175.1
1923,175.08
1924,175.05
1925,175.08
1926,175.06
1927,175.06
1928,175.06
1929,175.06
1930,175.05
1931,175.04
1932,175.03
1933,175.04
1934,175.04
1935,175.03
1936,175.06
1937,175.05
1938,175.03
1939,175.03
1940,175.015
1941,175.005
1942,175.01
1943,175.017
1944,175.02
1945,175
1946,175
1947,175.02
1948,175.02
1949,175.03
1950,175.038
1951,175.04
1952,175.03
1953,175.035
1954,175.06
1955,175.055
1956,175.04
1957,175.04
1958,175.04
1959,175.035
1960,175.04
1961,175.048
1962,175.06
1963,175.07
1964,175.08
1965,175.07
1966,175.066
1967,175.06
1968,175.095
1969,175.09
1970,175.086
1971,175.07
1972,175.08
1973,175.086
1974,175.086
1975,175.105
1976,175.11
1977,175.11
1978,175.1
1979,175.109
1980,175.11
1981,175.104
1982,175.1
1983,175.1
1984,175.105
1985,175.1
1986,175.1
1987,175.12
1988,175.105
1989,175.11
1990,175.13
1991,175.112
1992,175.12
1993,175.13
1994,175.126
1995,175.1
1996,175.1
1997,175.105
1998,175.12
1999,175.11
2000,175.12
