,PFE
887,36.4401
888,36.445
889,36.44
890,36.4401
891,36.44
892,36.445
893,36.44
894,36.44
895,36.4401
896,36.44
897,36.44
898,36.4401
899,36.44
900,36.44
901,36.44
902,36.44
903,36.445
904,36.4451
905,36.44
906,36.445
907,36.4462
908,36.4499
909,36.44
910,36.445
911,36.4962
912,36.4463
913,36.442
914,36.43
915,36.43
916,36.435
917,36.4399
918,36.4321
919,36.43
920,36.43
921,36.435
922,36.435
923,36.43
924,36.435
925,36.435
926,36.43
927,36.43
928,36.43
929,36.43
930,36.435
931,36.435
932,36.44
933,36.4471
934,36.44
935,36.4447
936,36.44
937,36.44
938,36.445
939,36.44
940,36.44
941,36.44
942,36.44
943,36.44
944,36.45
945,36.455
946,36.4542
947,36.45
948,36.46
949,36.455
950,36.455
951,36.455
952,36.455
953,36.455
954,36.45
955,36.45
956,36.4585
957,36.455
958,36.455
959,36.45
960,36.44
961,36.4442
962,36.45
963,36.45
964,36.445
965,36.45
966,36.445
967,36.44
968,36.44
969,36.445
970,36.43
971,36.425
972,36.4262
973,36.425
974,36.42
975,36.4201
976,36.425
977,36.425
978,36.4266
979,36.425
980,36.43
981,36.42
982,36.425
983,36.435
984,36.43
985,36.435
986,36.43
987,36.42
988,36.43
989,36.42
990,36.42
991,36.42
992,36.425
993,36.425
994,36.425
995,36.425
996,36.425
997,36.43
998,36.425
999,36.42
1000,36.435
1001,36.431
1002,36.43
1003,36.43
1004,36.4299
1005,36.425
1006,36.43
1007,36.43
1008,36.4248
1009,36.429
1010,36.4247
1011,36.425
1012,36.43
1013,36.4377
1014,36.435
1015,36.43
1016,36.43
1017,36.435
1018,36.44
1019,36.43
1020,36.43
1021,36.435
1022,36.435
1023,36.44
1024,36.4336
1025,36.43
1026,36.43
1027,36.44
1028,36.43
1029,36.435
1030,36.435
1031,36.435
1032,36.445
1033,36.445
1034,36.45
1035,36.45
1036,36.45
1037,36.45
1038,36.45
1039,36.4443
1040,36.44
1041,36.44
1042,36.44
1043,36.45
1044,36.445
1045,36.45
1046,36.4547
1047,36.455
1048,36.455
1049,36.45
1050,36.444
1051,36.4499
1052,36.45
1053,36.45
1054,36.45
1055,36.445
1056,36.445
1057,36.44
1058,36.44
1059,36.445
1060,36.445
1061,36.445
1062,36.445
1063,36.445
1064,36.445
1065,36.445
1066,36.455
1067,36.45
1068,36.4553
1069,36.46
1070,36.45
1071,36.46
1072,36.455
1073,36.45
1074,36.455
1075,36.455
1076,36.455
1077,36.455
1078,36.455
1079,36.445
1080,36.44
1081,36.445
1082,36.445
1083,36.445
1084,36.44
1085,36.44
1086,36.445
1087,36.45
1088,36.445
1089,36.4458
1090,36.455
1091,36.46
1092,36.455
1093,36.46
1094,36.4658
1095,36.47
1096,36.46
1097,36.47
1098,36.46
1099,36.47
1100,36.47
1101,36.465
1102,36.4699
1103,36.4653
1104,36.465
1105,36.465
1106,36.465
1107,36.46
1108,36.465
1109,36.47
1110,36.47
1111,36.48
1112,36.48
1113,36.48
1114,36.477
1115,36.4762
1116,36.48
1117,36.475
1118,36.46
1119,36.46
1120,36.46
1121,36.47
1122,36.46
1123,36.465
1124,36.4686
1125,36.4643
1126,36.465
1127,36.46
1128,36.47
1129,36.4798
1130,36.47
1131,36.4763
1132,36.47
1133,36.4745
1134,36.4828
1135,36.49
1136,36.48
1137,36.48
1138,36.4791
1139,36.47
1140,36.46
1141,36.465
1142,36.46
1143,36.47
1144,36.47
1145,36.465
1146,36.465
1147,36.465
1148,36.4663
1149,36.4663
1150,36.4663
1151,36.502
1152,36.502
1153,36.47
1154,36.475
1155,36.47
1156,36.4769
1157,36.47
1158,36.475
1159,36.47
1160,36.465
1161,36.46
1162,36.465
1163,36.46
1164,36.465
1165,36.465
1166,36.4627
1167,36.46
1168,36.4652
1169,36.46
1170,36.465
1171,36.465
1172,36.4656
1173,36.47
1174,36.46
1175,36.465
1176,36.4573
1177,36.45
1178,36.45
1179,36.45
1180,36.45
1181,36.455
1182,36.46
1183,36.46
1184,36.45
1185,36.44
1186,36.44
1187,36.445
1188,36.445
1189,36.44
1190,36.46
1191,36.46
1192,36.46
1193,36.46
1194,36.455
1195,36.4599
1196,36.4584
1197,36.46
1198,36.46
1199,36.47
1200,36.47
1201,36.47
1202,36.47
1203,36.475
1204,36.48
1205,36.475
1206,36.475
1207,36.475
1208,36.4757
1209,36.47
1210,36.4734
1211,36.475
1212,36.47
1213,36.47
1214,36.47
1215,36.475
1216,36.475
1217,36.475
1218,36.475
1219,36.4794
1220,36.4794
1221,36.47
1222,36.47
1223,36.47
1224,36.46
1225,36.465
1226,36.4601
1227,36.46
1228,36.46
1229,36.465
1230,36.46
1231,36.46
1232,36.46
1233,36.47
1234,36.465
1235,36.4657
1236,36.465
1237,36.465
1238,36.4667
1239,36.47
1240,36.465
1241,36.48
1242,36.485
1243,36.48
1244,36.4685
1245,36.4867
1246,36.485
1247,36.483
1248,36.485
1249,36.485
1250,36.4862
1251,36.49
1252,36.485
1253,36.485
1254,36.49
1255,36.48
1256,36.48
1257,36.485
1258,36.485
1259,36.48
1260,36.48
1261,36.48
1262,36.48
1263,36.48
1264,36.48
1265,36.475
1266,36.47
1267,36.48
1268,36.4757
1269,36.475
1270,36.475
1271,36.475
1272,36.48
1273,36.48
1274,36.4715
1275,36.475
1276,36.4869
1277,36.49
1278,36.5
1279,36.49
1280,36.495
1281,36.5
1282,36.4961
1283,36.495
1284,36.5
1285,36.495
1286,36.495
1287,36.5
1288,36.5
1289,36.4959
1290,36.495
1291,36.49
1292,36.4999
1293,36.5
1294,36.4938
1295,36.499
1296,36.5
1297,36.505
1298,36.5
1299,36.5
1300,36.49
1301,36.49
1302,36.495
1303,36.4999
1304,36.49
1305,36.495
1306,36.485
1307,36.48
1308,36.485
1309,36.49
1310,36.49
1311,36.495
1312,36.49
1313,36.4957
1314,36.49
1315,36.4963
1316,36.4979
1317,36.49
1318,36.495
1319,36.4963
1320,36.49
1321,36.49
1322,36.495
1323,36.49
1324,36.495
1325,36.49
1326,36.491
1327,36.49
1328,36.495
1329,36.49
1330,36.4901
1331,36.49
1332,36.49
1333,36.4958
1334,36.495
1335,36.495
1336,36.495
1337,36.4945
1338,36.495
1339,36.49
1340,36.485
1341,36.48
1342,36.48
1343,36.4725
1344,36.475
1345,36.47
1346,36.47
1347,36.47
1348,36.4799
1349,36.465
1350,36.4611
1351,36.46
1352,36.47
1353,36.47
1354,36.4664
1355,36.46
1356,36.46
1357,36.455
1358,36.4542
1359,36.45
1360,36.45
1361,36.455
1362,36.4545
1363,36.455
1364,36.45
1365,36.45
1366,36.45
1367,36.45
1368,36.445
1369,36.45
1370,36.45
1371,36.45
1372,36.455
1373,36.452
1374,36.4671
1375,36.45
1376,36.45
1377,36.44
1378,36.445
1379,36.44
1380,36.44
1381,36.44
1382,36.435
1383,36.435
1384,36.4349
1385,36.435
1386,36.44
1387,36.44
1388,36.445
1389,36.45
1390,36.4411
1391,36.445
1392,36.45
1393,36.45
1394,36.445
1395,36.445
1396,36.45
1397,36.4485
1398,36.4499
1399,36.445
1400,36.445
1401,36.4444
1402,36.4496
1403,36.44
1404,36.44
1405,36.44
1406,36.45
1407,36.44
1408,36.44
1409,36.44
1410,36.43
1411,36.435
1412,36.435
1413,36.44
1414,36.4391
1415,36.43
1416,36.44
1417,36.43
1418,36.4333
1419,36.44
1420,36.425
1421,36.42
1422,36.4299
1423,36.42
1424,36.4201
1425,36.425
1426,36.43
1427,36.43
1428,36.43
1429,36.4356
1430,36.435
1431,36.447
1432,36.44
1433,36.4339
1434,36.44
1435,36.445
1436,36.4447
1437,36.445
1438,36.445
1439,36.45
1440,36.455
1441,36.455
1442,36.4501
1443,36.455
1444,36.455
1445,36.45
1446,36.45
1447,36.455
1448,36.44
1449,36.45
1450,36.445
1451,36.445
1452,36.45
1453,36.45
1454,36.443
1455,36.4442
1456,36.445
1457,36.45
1458,36.45
1459,36.445
1460,36.4462
1461,36.4467
1462,36.445
1463,36.445
1464,36.445
1465,36.45
1466,36.45
1467,36.45
1468,36.45
1469,36.4489
1470,36.445
1471,36.44
1472,36.45
1473,36.4494
1474,36.445
1475,36.4434
1476,36.45
1477,36.4499
1478,36.45
1479,36.45
1480,36.45
1481,36.46
1482,36.4508
1483,36.46
1484,36.46
1485,36.46
1486,36.45
1487,36.4531
1488,36.46
1489,36.46
1490,36.4558
1491,36.455
1492,36.45
1493,36.46
1494,36.47
1495,36.47
1496,36.47
1497,36.465
1498,36.465
1499,36.47
1500,36.47
1501,36.46
1502,36.475
1503,36.48
1504,36.475
1505,36.475
1506,36.47
1507,36.475
1508,36.47
1509,36.47
1510,36.475
1511,36.47
1512,36.475
1513,36.47
1514,36.47
1515,36.47
1516,36.47
1517,36.475
1518,36.47
1519,36.475
1520,36.465
1521,36.45
1522,36.455
1523,36.455
1524,36.445
1525,36.449
1526,36.44
1527,36.445
1528,36.44
1529,36.445
1530,36.4479
1531,36.445
1532,36.445
1533,36.445
1534,36.445
1535,36.45
1536,36.45
1537,36.455
1538,36.45
1539,36.455
1540,36.45
1541,36.45
1542,36.455
1543,36.455
1544,36.45
1545,36.45
1546,36.455
1547,36.455
1548,36.455
1549,36.45
1550,36.45
1551,36.455
1552,36.455
1553,36.4561
1554,36.455
1555,36.455
1556,36.445
1557,36.44
1558,36.4462
1559,36.45
1560,36.445
1561,36.45
1562,36.4458
1563,36.4448
1564,36.45
1565,36.45
1566,36.4541
1567,36.455
1568,36.455
1569,36.455
1570,36.455
1571,36.46
1572,36.45
1573,36.46
1574,36.4562
1575,36.46
1576,36.46
1577,36.46
1578,36.455
1579,36.455
1580,36.455
1581,36.46
1582,36.455
1583,36.46
1584,36.45
1585,36.455
1586,36.455
1587,36.455
1588,36.455
1589,36.455
1590,36.46
1591,36.455
1592,36.46
1593,36.455
1594,36.455
1595,36.455
1596,36.455
1597,36.455
1598,36.46
1599,36.455
1600,36.45
1601,36.46
1602,36.455
1603,36.46
1604,36.455
1605,36.455
1606,36.455
1607,36.455
1608,36.45
1609,36.455
1610,36.455
1611,36.455
1612,36.45
1613,36.445
1614,36.445
1615,36.445
1616,36.445
1617,36.45
1618,36.45
1619,36.44
1620,36.44
1621,36.425
1622,36.44
1623,36.44
1624,36.4319
1625,36.435
1626,36.43
1627,36.44
1628,36.44
1629,36.44
1630,36.4353
1631,36.44
1632,36.435
1633,36.44
1634,36.435
1635,36.43
1636,36.43
1637,36.43
1638,36.4325
1639,36.43
1640,36.435
1641,36.43
1642,36.435
1643,36.44
1644,36.43
1645,36.44
1646,36.4369
1647,36.44
1648,36.44
1649,36.4392
1650,36.44
1651,36.4353
1652,36.435
1653,36.44
1654,36.44
1655,36.44
1656,36.435
1657,36.44
1658,36.44
1659,36.44
1660,36.45
1661,36.4425
1662,36.445
1663,36.4462
1664,36.445
1665,36.45
1666,36.445
1667,36.44
1668,36.45
1669,36.45
1670,36.45
1671,36.445
1672,36.445
1673,36.445
1674,36.45
1675,36.45
1676,36.445
1677,36.445
1678,36.4427
1679,36.45
1680,36.45
1681,36.45
1682,36.4505
1683,36.455
1684,36.455
1685,36.465
1686,36.48
1687,36.479
1688,36.47
1689,36.485
1690,36.49
1691,36.49
1692,36.4836
1693,36.485
1694,36.485
1695,36.49
1696,36.49
1697,36.49
1698,36.49
1699,36.485
1700,36.49
1701,36.49
1702,36.49
1703,36.485
1704,36.48
1705,36.48
1706,36.48
1707,36.49
1708,36.4805
1709,36.485
1710,36.4995
1711,36.49
1712,36.49
1713,36.49
1714,36.4829
1715,36.49
1716,36.5
1717,36.5
1718,36.4934
1719,36.495
1720,36.495
1721,36.5
1722,36.495
1723,36.5
1724,36.5
1725,36.495
1726,36.495
1727,36.4875
1728,36.485
1729,36.483
1730,36.485
1731,36.49
1732,36.495
1733,36.5
1734,36.495
1735,36.49
1736,36.49
1737,36.495
1738,36.495
1739,36.485
1740,36.48
1741,36.485
1742,36.48
1743,36.4813
1744,36.4937
1745,36.49
1746,36.495
1747,36.4898
1748,36.49
1749,36.49
1750,36.4943
1751,36.495
1752,36.495
1753,36.5
1754,36.5
1755,36.5
1756,36.4926
1757,36.505
1758,36.5
1759,36.4939
1760,36.5
1761,36.505
1762,36.505
1763,36.505
1764,36.5
1765,36.501
1766,36.51
1767,36.505
1768,36.4988
1769,36.4994
1770,36.51
1771,36.505
1772,36.51
1773,36.495
1774,36.4995
1775,36.5
1776,36.495
1777,36.49
1778,36.485
1779,36.485
1780,36.485
1781,36.48
1782,36.4984
1783,36.49
1784,36.4866
1785,36.485
1786,36.485
1787,36.485
1788,36.4932
1789,36.48
1790,36.485
1791,36.485
1792,36.485
1793,36.485
1794,36.4801
1795,36.49
1796,36.4831
1797,36.49
1798,36.485
1799,36.485
1800,36.49
1801,36.485
1802,36.49
1803,36.485
1804,36.485
1805,36.49
1806,36.4878
1807,36.48
1808,36.49
1809,36.4858
1810,36.49
1811,36.485
1812,36.485
1813,36.48
1814,36.4839
1815,36.49
1816,36.485
1817,36.485
1818,36.485
1819,36.485
1820,36.475
1821,36.475
1822,36.475
1823,36.4774
1824,36.475
1825,36.48
1826,36.48
1827,36.482
1828,36.475
1829,36.47
1830,36.475
1831,36.475
1832,36.47
1833,36.4766
1834,36.4731
1835,36.48
1836,36.4768
1837,36.48
1838,36.475
1839,36.475
1840,36.475
1841,36.48
1842,36.48
1843,36.48
1844,36.475
1845,36.4742
1846,36.48
1847,36.475
1848,36.475
1849,36.48
1850,36.48
1851,36.4747
1852,36.47
1853,36.475
1854,36.4777
1855,36.475
1856,36.47
1857,36.4722
1858,36.471
1859,36.471
1860,36.477
1861,36.4778
1862,36.48
1863,36.475
1864,36.4752
1865,36.475
1866,36.48
1867,36.48
1868,36.4752
1869,36.47
1870,36.48
1871,36.485
1872,36.49
1873,36.48
1874,36.49
1875,36.485
1876,36.4801
1877,36.495
1878,36.495
1879,36.495
1880,36.49
1881,36.48
1882,36.475
1883,36.47
1884,36.47
1885,36.475
1886,36.477
1887,36.475
1888,36.47
1889,36.48
1890,36.48
1891,36.485
1892,36.4842
1893,36.4829
1894,36.47
1895,36.46
1896,36.46
1897,36.47
1898,36.475
1899,36.475
1900,36.47
1901,36.4748
1902,36.47
1903,36.47
1904,36.47
1905,36.47
1906,36.4807
1907,36.4807
1908,36.48
1909,36.47
1910,36.475
1911,36.475
1912,36.485
1913,36.485
1914,36.49
1915,36.4801
1916,36.48
1917,36.49
1918,36.49
1919,36.48
1920,36.485
1921,36.48
1922,36.4801
1923,36.485
1924,36.485
1925,36.485
1926,36.4794
1927,36.49
1928,36.485
1929,36.48
1930,36.49
1931,36.485
1932,36.49
1933,36.485
1934,36.48
1935,36.48
1936,36.48
1937,36.48
1938,36.48
1939,36.4833
1940,36.47
1941,36.47
1942,36.47
1943,36.47
1944,36.47
1945,36.48
1946,36.485
1947,36.48
1948,36.48
1949,36.49
1950,36.485
1951,36.48
1952,36.48
1953,36.4866
1954,36.48
1955,36.48
1956,36.49
1957,36.48
1958,36.485
1959,36.485
1960,36.485
1961,36.485
1962,36.49
1963,36.487
1964,36.49
1965,36.4864
1966,36.485
1967,36.49
1968,36.4889
1969,36.48
1970,36.485
1971,36.49
1972,36.485
1973,36.485
1974,36.485
1975,36.485
1976,36.485
1977,36.49
1978,36.49
1979,36.485
1980,36.48
1981,36.485
1982,36.485
1983,36.48
1984,36.485
1985,36.49
1986,36.485
1987,36.485
1988,36.48
1989,36.495
1990,36.495
1991,36.51
1992,36.505
1993,36.5
1994,36.49
1995,36.49
1996,36.49
1997,36.49
1998,36.4928
1999,36.495
2000,36.495
