,Time,BA_spread,Price,Smart_price,Liquid_imb,MKT_cost,Log_return
0,1,0.01,0.046235,46.23540323,-0.261,0,0
1,10,0.01,0.04624,46.23605263,-0.246,-0.00051476,4.69634E-05
2,20,0.01,0.04625,46.25609195,-0.377,0.000515,9.39117E-05
3,30,0.01,0.04627,46.26505618,-0.354,0,0.000187762
4,40,0.01,0.04625,46.24568493,-0.126,-0.00051488,-0.000187762
5,50,0.01,0.046235,46.23409091,0.046,0,-0.000140875
6,60,0.01,0.0462599,46.25313725,-0.178,0.000515,0.000233828
7,70,0.01,0.04625,46.24509554,-0.097,0,-9.29525E-05
8,80,0.01,0.04624,46.24428571,-0.202,-0.00051488,-9.39117E-05
9,90,0.01,0.04623,46.2355814,-0.191,0,-9.3932E-05
10,100,0.01,0.04621,46.2052381,0.408,0.0005144,-0.000187925
11,110,0.01,0.04624,46.23153846,-0.147,0,0.000281857
12,120,0.01,0.046235,46.23285714,-0.199,-0.00051476,-4.69634E-05
13,130,0.01,0.04623,46.23228448,-0.287,0.00051476,-4.69685E-05
14,140,0.01,0.04622,46.22730769,-0.124,0,-9.39523E-05
15,150,0.01,0.04627,46.26403846,-0.519,-0.00051512,0.000469558
16,160,0.01,0.04631,46.31612069,-0.042,0.00051572,0.000375281
17,170,0.01,0.046335,46.33478873,0.003,0,0.000234386
18,180,0.01,0.04633,46.32833333,0,0,-4.68672E-05
19,190,0.01,0.04634,46.34365079,0.051,-0.00051608,9.37293E-05
20,200,0.01,0.046335,46.33280702,0.047,0.00051596,-4.68621E-05
21,210,0.01,0.04632,46.3121875,0.165,0,-0.000140617
22,220,0.01,0.04631,46.31472826,-0.022,-0.00051572,-9.37697E-05
23,230,0.01,0.04633,46.3261809,-0.124,0.00051584,0.000187519
24,240,0.01,0.04631,46.30836538,-0.027,-0.0005156,-0.000187519
25,250,0.01,0.04631,46.31255814,0.013,0,0
26,260,0.01,0.04631,46.31443299,-0.065,0,0
27,270,0.01,0.0463134,46.31581395,-0.097,0,3.1884E-05
28,280,0.01,0.04633,46.33269231,-0.095,0,0.000155635
29,290,0.01,0.04633,46.33409836,-0.105,0.00051596,0
30,300,0.01,0.046315,46.31819742,-0.215,0,-0.000140632
31,310,0.01,0.0463274,46.32535354,-0.239,0,0.000116259
32,320,0.01,0.046315,46.31506726,-0.093,-0.00051572,-0.000116259
33,330,0.01,0.04631,46.31482456,-0.082,0,-4.68874E-05
34,340,0.01,0.0463,46.29717514,-0.039,0.00051548,-9.379E-05
35,350,0.01,0.04632,46.31391304,-0.163,0,0.00018756
36,360,0.01,0.04631,46.31131783,-0.137,0,-9.37697E-05
37,370,0.01,0.04633,46.32546798,-0.238,0,0.000187519
38,380,0.01,0.04632,46.325,-0.077,-0.00051584,-9.37495E-05
39,390,0.01,0.04633,46.32585526,-0.279,0.00051584,9.37495E-05
40,400,0.01,0.046325,46.32642424,-0.347,-0.00051584,-4.68722E-05
41,410,0.01,0.04633,46.33608696,-0.45,0.00051596,4.68722E-05
42,420,0.01,0.046335,46.33660194,-0.463,0,4.68672E-05
43,430,0.01,0.046355,46.35691057,-0.09,-0.0005162,0.000187418
44,440,0.01,0.04637,46.37903226,-0.075,0.00051644,0.00014051
45,450,0.01,0.046375,46.37631068,-0.054,-0.00051644,4.68267E-05
46,460,0.01,0.046345,46.34096296,0.284,0.00051608,-0.000281036
47,470,0.01,0.04636,46.36448485,-0.019,-0.00051632,0.000140541
48,480,0.01,0.04636,46.35765363,0,0,0
49,490,0.01,0.04636,46.36466667,-0.058,0.00051632,0
50,500,0.01,0.046365,46.36686869,-0.077,-0.00051632,4.68368E-05
51,510,0.01,0.04638,46.37802817,-0.138,0.00051644,0.00014048
52,520,0.01,0.0464,46.39761905,-0.033,0,0.000187236
53,530,0.01,0.046395,46.39639785,-0.207,-0.00051668,-4.68015E-05
54,540,0.01,0.046415,46.41325444,0.059,0.00051692,0.000187176
55,550,0.01,0.0464299,46.42777778,-0.025,-0.00051704,0.000139394
56,560,0.01,0.0464399,46.43718182,-0.048,0.00051716,9.35276E-05
57,570,0.01,0.0464421,46.44662791,-0.096,-0.00051728,2.05734E-05
58,580,0.01,0.0464155,46.41468085,0.028,0.00051692,-0.000248816
