,Time,BA_spread,Price,Smart_price,Liquid_imb,MKT_cost,Log_return
0,1,0.01,0.0501,50.10319444,-0.064,0.0002806,0
1,10,0.01,0.050105,50.10649254,-0.145,0,4.33406E-05
2,20,0.01,0.05011,50.10686916,-0.176,-0.0005612,4.33363E-05
3,30,0.01,0.050055,50.05549618,0.098,0,-0.000476937
4,40,0.01,0.05006,50.06228873,0.137,0.00056072,4.33796E-05
5,50,0.01,0.05007,50.06273183,0.164,-0.00056072,8.67461E-05
6,60,0.01,0.05007,50.077375,-0.251,0,0
7,70,0.01,0.0500757,50.07493333,-0.102,0.00056084,4.94375E-05
8,80,0.01,0.050075,50.07382353,-0.079,0,-6.07097E-06
9,90,0.01,0.050095,50.09541176,-0.305,0,0.000173423
10,100,0.01,0.050095,50.09428571,-0.281,0,0
11,110,0.01,0.05003,50.03372781,0.415,0,-0.000563878
12,120,0.01,0.05004,50.033,0.478,-0.00056036,8.67981E-05
13,130,0.01,0.050015,50.0071875,0.128,0.00056,-0.000217028
14,140,0.01,0.05,50.00175824,0.195,0,-0.000130269
15,150,0.01,0.05001,50.00509434,0.125,0,8.68502E-05
16,160,0.01,0.05003,50.02583333,0.16,0,0.000173648
17,170,0.01,0.050045,50.04485714,0.028,-0.00056048,0.000130191
18,180,0.01,0.05005,50.04531008,0.023,0,4.33882E-05
19,190,0.01,0.050045,50.04636943,0.098,0.00056048,-4.33882E-05
20,200,0.01,0.0500354,50.0358,0.206,-0.00056036,-8.33176E-05
21,210,0.01,0.050035,50.0352381,0.211,0,-3.47191E-06
22,220,0.01,0.05003,50.03346939,0.244,0.00056036,-4.34012E-05
23,230,0.01,0.050015,50.01477273,0.275,0,-0.00013023
24,240,0.01,0.050015,50.01504717,0.267,-0.00056012,0
25,250,0.01,0.050015,50.01565891,0.171,0.00056012,0
26,260,0.01,0.05,49.99285714,0.237,-0.00055988,-0.000130269
27,270,0.01,0.050025,50.02536913,-0.233,0.00056024,0.000217093
28,280,0.01,0.050015,50.01755102,-0.191,0,-8.68242E-05
