,Time,BA_spread,Price,Smart_price,Liquid_imb,MKT_cost,Log_return
0,1,0.01,0.03655,36.5572,-0.011,-0.0001993,0
1,10,0.01,0.03655,36.55670886,-0.13,0.0003986,0
2,20,0.01,0.03654,36.53376471,0.104,0,-0.000118838
3,30,0.01,0.03655,36.55091892,-0.053,-0.0003986,0.000118838
4,40,0.01,0.036545,36.54772727,-0.135,0,-5.94151E-05
5,50,0.01,0.03656,36.56381818,-0.45,0.00039872,0.000178221
6,60,0.01,0.03657,36.57514286,-0.137,-0.00039884,0.000118773
7,70,0.01,0.03657,36.56488889,-0.043,0.00039872,0
8,80,0.01,0.03656,36.55711409,-0.054,-0.0003986,-0.000118773
9,90,0.01,0.03657,36.5666242,-0.186,0,0.000118773
10,100,0.01,0.036565,36.56958974,-0.308,0,-5.93826E-05
11,110,0.01,0.036545,36.54853933,0.241,0,-0.000237612
12,120,0.01,0.03653,36.53340426,0.068,0.00039836,-0.000178294
13,130,0.01,0.036535,36.53495575,0.043,0,5.94395E-05
14,140,0.01,0.03654,36.53882353,-0.057,-0.00039836,5.94313E-05
15,150,0.01,0.036525,36.52410714,-0.049,0.00039824,-0.000178318
16,160,0.01,0.03653,36.52755319,-0.102,-0.00039824,5.94476E-05
17,170,0.01,0.03653,36.52471429,-0.076,0.00039824,0
18,180,0.01,0.03653,36.53490196,-0.04,-0.00039836,0
19,190,0.01,0.03651,36.51812155,-0.075,0,-0.000237839
20,200,0.01,0.036495,36.49407115,0.047,0,-0.000178465
21,210,0.01,0.0365,36.49418182,0.045,0.00039788,5.94965E-05
22,220,0.01,0.03649,36.49143478,0.089,0,-0.000119001
23,230,0.01,0.03649,36.49267658,0.05,-0.00039788,0
24,240,0.01,0.03652,36.52522124,-0.058,0,0.000356905
25,250,0.01,0.03653,36.52528455,-0.06,0,0.000118903
26,260,0.01,0.03652,36.52421875,-0.023,0.00039824,-0.000118903
27,270,0.01,0.036525,36.52359307,0.012,-0.00039824,5.94557E-05
28,280,0.01,0.03652,36.52376384,0.014,0,-5.94557E-05
29,290,0.01,0.03652,36.52388889,0.007,0.00039824,0
30,300,0.01,0.036525,36.51622951,0.022,0,5.94557E-05
31,310,0.01,0.03651,36.50593023,-0.011,0,-0.000178392
32,320,0.01,0.03652,36.52294574,-0.169,0,0.000118936
33,330,0.01,0.036525,36.52333333,-0.171,-0.00039824,5.94557E-05
34,340,0.01,0.036527,36.5239267,-0.181,0.00039824,2.378E-05
35,350,0.01,0.03654,36.52951368,-0.77,-0.00039824,0.000154538
36,360,0.01,0.036505,36.50357143,0.081,0.000398,-0.00041619
37,370,0.01,0.0365,36.50423913,0.071,0,-5.94883E-05
38,380,0.01,0.0365,36.49577778,-0.008,-0.00039788,0
39,390,0.01,0.0365,36.50346667,0.04,0,0
40,400,0.01,0.03651,36.50337209,0.045,0.000398,0.000118968
41,410,0.01,0.0365085,36.5033871,0.057,-0.000398,-1.78432E-05
42,420,0.01,0.036505,36.50407767,0.061,0,-4.1637E-05
43,430,0.01,0.036505,36.50409449,0.065,0,0
44,440,0.01,0.0365,36.49701299,0.042,0,-5.94883E-05
45,450,0.01,0.036495,36.49205882,0.023,0.00039788,-5.94965E-05
46,460,0.01,0.0365,36.50423077,-0.099,0,5.94965E-05
47,470,0.01,0.03651,36.50441315,-0.106,-0.000398,0.000118968
48,480,0.01,0.036525,36.52513043,-0.182,0,0.000178392
49,490,0.01,0.03649,36.49454545,0.077,0.00039788,-0.000416361
50,500,0.01,0.0365,36.49166976,0.427,0,0.000119001
51,510,0.01,0.0365,36.49159292,0.453,-0.00039788,0
52,520,0.01,0.03651,36.50337037,0.106,0,0.000118968
53,530,0.01,0.036515,36.51869748,-0.235,0,5.9472E-05
54,540,0.01,0.0365201,36.52824561,-0.399,0.00039824,6.06531E-05
55,550,0.01,0.03651,36.51648241,-0.162,0,-0.000120125
56,560,0.01,0.036515,36.51601896,-0.146,0,5.9472E-05
57,570,0.01,0.03652,36.51615132,-0.173,0,5.94639E-05
58,580,0.01,0.036515,36.51625806,-0.181,-0.00039812,-5.94639E-05
59,590,0.01,0.036515,36.51628205,-0.183,0.00039812,0
60,600,0.01,0.036515,36.51872587,-0.325,0,0
61,610,0.01,0.03652,36.51877863,-0.33,0,5.94639E-05
62,620,0.01,0.03649,36.48630769,0.021,-0.00039776,-0.000356905
63,630,0.01,0.036495,36.49283688,0.144,0,5.95046E-05
64,640,0.01,0.036495,36.49549107,0.061,0,0
65,650,0.01,0.03647,36.47206897,0.142,0,-0.000297605
66,660,0.01,0.03647,36.47614679,0.014,0,0
67,670,0.01,0.036485,36.487109,-0.041,0.00039776,0.000178587
68,680,0.01,0.03648,36.48745763,-0.068,0,-5.95209E-05
69,690,0.01,0.03649,36.48684825,-0.047,0,0.000119034
70,700,0.01,0.0365,36.49454128,-0.076,0,0.000119001
71,710,0.01,0.036499,36.49576512,-0.139,0,-1.18986E-05
72,720,0.01,0.03651,36.51512821,-0.328,-0.00039812,0.000130867
73,730,0.01,0.03651,36.51729242,-0.451,0.00039812,0
74,740,0.01,0.036515,36.51737542,-0.467,-0.00039812,5.9472E-05
75,750,0.01,0.036515,36.51747875,-0.499,0,0
76,760,0.01,0.036505,36.50738095,-0.289,0.000398,-0.000118952
77,770,0.01,0.036505,36.50874477,-0.305,-0.000398,0
78,780,0.01,0.036505,36.50850622,-0.295,0,0
