,Time,BA_spread,Price,Smart_price,Liquid_imb,MKT_cost,Log_return
0,1,0.01,0.174986,174.9875,-0.024,-0.00102988,0
1,10,0.04,0.1749,174.9254545,-0.01,0.0019388,-0.000213494
2,20,0.04,0.17496,174.9511111,-0.05,0,0.000148961
3,30,0.02,0.17503,175.025,-0.073,0,0.000173723
4,40,0.02,0.1751,175.0832258,-0.038,-0.00202096,0.000173653
5,50,0.06,0.175056,175.05375,-0.002,0.0018406,-0.000109145
6,60,0.02,0.17502,175.018,-0.101,-0.00202,-8.93212E-05
7,70,0.03,0.17496,174.975,-0.031,0.00196952,-0.000148909
8,80,0.05,0.17502,175.0388889,-0.057,0,0.000148909
9,90,0.03,0.17504,175.045,-0.068,0,4.96251E-05
10,100,0.01,0.17505,175.0533333,-0.043,-0.0020606,2.48104E-05
11,110,0.01,0.175109,175.1066667,0.094,0.0020612,0.000146353
12,120,0.03,0.17513,175.1375,0.016,-0.00198156,5.20798E-05
13,130,0.03,0.175119,175.1286207,0,0,-2.72791E-05
14,140,0.03,0.17514,175.1325,-0.013,0,5.20768E-05
15,150,0.03,0.17517,175.1681818,0.02,0,7.43846E-05
16,160,0.02,0.175283,175.29,0.002,0,0.000280068
17,170,0.02,0.17533,175.3235714,0.018,0,0.000116435
18,180,0.03,0.175385,175.3845455,0.001,0,0.000136214
19,190,0.03,0.17538,175.3809756,0.011,0,-1.23814E-05
20,200,0.03,0.17535,175.3533333,0.007,0.00198408,-7.42955E-05
21,210,0.04,0.1754,175.3928205,-0.042,0,0.000123819
22,220,0.03,0.17542,175.4378049,-0.02,-0.00198492,4.95176E-05
23,230,0.03,0.17545,175.444,-0.052,0.00198504,7.42659E-05
24,240,0.02,0.17535,175.3477778,-0.071,-0.00202396,-0.000247602
25,250,0.02,0.17539,175.3885714,-0.039,0.00202456,9.90579E-05
26,260,0.03,0.17536,175.3766667,-0.047,0,-7.42913E-05
27,270,0.02,0.17538,175.3804,-0.064,-0.00202444,4.95289E-05
28,280,0.02,0.17535,175.3545098,-0.099,0,-7.42955E-05
29,290,0.01,0.17538,175.3793333,-0.118,0.00206444,7.42955E-05
30,300,0.03,0.17528,175.29875,-0.021,0,-0.000247701
31,310,0.01,0.17523,175.232,0.005,-0.00206276,-0.000123904
32,320,0.04,0.17521,175.2045455,-0.001,0,-4.95713E-05
33,330,0.02,0.175257,175.2604,-0.002,0.002023,0.000116484
34,340,0.04,0.17526,175.2332,0.033,0,7.43407E-06
35,350,0.03,0.17524,175.245,0.018,-0.00198276,-4.95629E-05
36,360,0.01,0.17523,175.235625,-0.011,0.00206276,-2.47835E-05
37,370,0.01,0.17519,175.1911111,0.022,-0.00206228,-9.91483E-05
38,380,0.01,0.175193,175.1906452,0.05,0,7.43691E-06
39,390,0.02,0.17519,175.1875,0.04,0,-7.43691E-06
40,400,0.04,0.17519,175.1693333,0.04,0.00194192,0
41,410,0.03,0.17517,175.17,0.031,-0.0019818,-4.95827E-05
42,420,0.02,0.17515,175.1515385,0.302,0.0019918,-4.95883E-05
43,430,0.03,0.17515,175.1423529,0.072,0,0
44,440,0.03,0.17512,175.1338462,0.071,-0.00198144,-7.43931E-05
45,450,0.02,0.17507,175.0821429,0.016,0.00201096,-0.000124017
46,460,0.03,0.17514,175.1209859,0.123,0,0.000173614
47,470,0.03,0.17508,175.0947761,0.156,0,-0.000148807
48,480,0.01,0.17493,174.936,-0.008,-0.00205916,-0.000372242
49,490,0.01,0.17491,174.919,0.034,0,-4.96564E-05
50,500,0.02,0.17489,174.895,-0.009,0,-4.9662E-05
51,510,0.01,0.17494,174.9425,0.018,0,0.000124144
52,520,0.03,0.17501,174.9894444,-0.011,0.00197976,0.000173743
53,530,0.01,0.17503,175.0277778,-0.058,0,4.9628E-05
54,540,0.02,0.17509,175.0807059,0.132,0,0.00014885
55,550,0.02,0.17502,175.026,-0.012,0,-0.000173663
56,560,0.01,0.17505,175.0541667,0.007,-0.0020606,7.44356E-05
57,570,0.01,0.17515,175.14875,0.243,0,0.000248027
58,580,0.01,0.17515,175.16375,0.071,0.00205192,0
59,590,0.02,0.17515,175.1433333,0.041,-0.00202168,0
60,600,0.01,0.175187,175.1809091,0.085,0.00203216,9.17339E-05
61,610,0.02,0.17524,175.2357143,-0.034,-0.00202276,0.000131369
62,620,0.02,0.17527,175.26,-0.051,0,7.43422E-05
63,630,0.02,0.17528,175.274,-0.044,0,2.47779E-05
64,640,0.02,0.17533,175.3376,-0.025,0,0.000123868
65,650,0.01,0.17537,175.3706667,-0.018,0,9.90692E-05
66,660,0.02,0.17535,175.3588889,-0.002,0,-4.95318E-05
67,670,0.02,0.17535,175.3605882,0.005,0,0
68,680,0.01,0.17544,175.4409434,0.047,0,0.000222848
69,690,0.01,0.17545,175.4401639,0.048,0,2.47539E-05
70,700,0.02,0.17548,175.47,0,0,7.42532E-05
71,710,0.02,0.17545,175.4578947,-0.124,0,-7.42532E-05
72,720,0.02,0.17542,175.413,0.109,0,-7.42659E-05
73,730,0.02,0.17543,175.426,0.069,0.00202492,2.47567E-05
74,740,0.02,0.17542,175.416,0.066,-0.00202492,-2.47567E-05
75,750,0.01,0.17542,175.4158824,0.06,0.00206492,0
76,760,0.03,0.17536,175.367,0.139,-0.00198408,-0.00014857
77,770,0.02,0.17541,175.4048276,0.058,0,0.000123812
78,780,0.03,0.17533,175.3495918,0.049,0.00198396,-0.000198116
79,790,0.03,0.17533,175.33875,0.058,0,0
80,800,0.02,0.17533,175.3266667,0.056,-0.00202384,0
81,810,0.04,0.1753,175.3066667,0.03,0.00194336,-7.43167E-05
82,820,0.01,0.17522,175.1902128,0.101,0,-0.00019824
83,830,0.03,0.17517,175.1675,0.005,-0.00198192,-0.000123946
84,840,0.03,0.175165,175.17725,0.003,0.00198192,-1.23965E-05
85,850,0.01,0.175185,175.185,0.004,-0.00206216,4.95841E-05
86,860,0.03,0.17507,175.052,-0.066,0.0019206,-0.000285186
87,870,0.02,0.17509,175.0709231,0.004,-0.00202084,4.9611E-05
88,880,0.01,0.175038,175.032,0.007,0,-0.000129
89,890,0.01,0.17502,175.0148276,-0.029,0,-4.46629E-05
90,900,0.02,0.17503,175.0366667,-0.01,0,2.48133E-05
91,910,0.02,0.175,175.0093333,0.014,0.00202,-7.44441E-05
92,920,0.01,0.175135,175.136,0.045,-0.00206156,0.000334898
93,930,0.02,0.17511,175.1191667,0.029,0,-6.19987E-05
94,940,0.02,0.17513,175.1362963,-0.014,0.00202144,4.95996E-05
95,950,0.01,0.1751,175.0985714,0.023,-0.00206108,-7.44016E-05
96,960,0.01,0.17512,175.1275,-0.019,0,4.96025E-05
97,970,0.03,0.17507,175.0761538,0.033,0,-0.000124017
98,980,0.02,0.17511,175.115814,-0.011,0.0020212,9.92163E-05
99,990,0.02,0.17515,175.1558065,0.004,-0.0020218,9.91936E-05
100,1000,0.01,0.17524,175.2427273,0.016,0.00205288,0.000223103
101,1010,0.02,0.1752,175.2044444,0.012,-0.00202228,-9.91427E-05
102,1020,0.01,0.17522,175.2293333,-0.002,0,4.95742E-05
103,1030,0.01,0.17528,175.284878,0.033,0,0.000148689
104,1040,0.01,0.17526,175.2605556,0.066,0.00203312,-4.95572E-05
105,1050,0.01,0.17526,175.2706667,0.063,-0.00206324,0
106,1060,0.02,0.17527,175.2545161,0.06,0,2.47793E-05
