,Time,BA_spread,Price,Smart_price,Liquid_imb,MKT_cost,Log_return
0,1,0.35,0.11338,113.3216667,-0.004,-2.18E-05,0
1,10,0.32,0.11338,113.1666667,0.001,0,0
2,20,0.41,0.11338,113.3975,-0.002,0.00028292,0
3,30,0.31,0.11333,113.3966667,-0.003,0,-0.000191564
4,40,0.31,0.11333,113.4525,-0.008,0.00010864,0
5,50,0.49,0.11357,113.652,-0.004,0.00060088,0.000918737
6,60,0.44,0.113497,113.4566667,0.001,-0.00046028,-0.000279244
7,70,0.43,0.11375,113.535,-0.003,0.00036016,0.000967023
8,80,0.33,0.11331,113.505,-0.001,0,-0.001683166
9,90,0.32,0.11329,113.412,-0.01,2.86E-05,-7.66628E-05
10,100,0.35,0.11356,113.395,-0.012,4.14E-05,0.001033807
11,110,0.32,0.11317,113.38,-0.009,0,-0.001494068
12,120,0.17,0.11312,113.1233333,-0.012,0,-0.000191919
13,130,0.25,0.11318,113.2866667,-0.009,0.00014744,0.000230293
14,140,0.13,0.11336,113.3833333,-0.001,-0.00084008,0.000690148
15,150,0.22,0.11318,113.355,-0.009,0.00046828,-0.000690148
16,160,0.22,0.11347,113.355,-0.007,-0.00047828,0.001111365
17,170,0.27,0.1134,113.415,-0.004,0.00023936,-0.000268
18,180,0.27,0.11357,113.415,-0.005,-0.00027936,0.000650571
19,190,0.21,0.11323,113.265,-0.004,0.00049792,-0.001302118
20,200,0.19,0.11339,113.256,-0.003,-0.00059816,0.000613248
21,210,0.25,0.11339,113.365,-0.009,0,0
22,220,0.27,0.113294,113.415,-0.013,0,-0.000367845
23,230,0.22,0.113294,113.4342857,-0.013,0.00047008,0
24,240,0.22,0.11357,113.505,-0.017,0,0.001056715
25,250,0.11,0.11317,113.115,-0.008,0,-0.00153231
26,260,0.26,0.11301,113.18,-0.015,0,-0.000614441
27,270,0.05,0.11301,113.1416667,-0.016,-0.0011572,0
28,280,0.24,0.113023,113.15,-0.035,0,4.99558E-05
29,290,0.21,0.11305,113.13,-0.016,0,0.000103736
30,300,0.17,0.11305,113.075,-0.019,0,0
31,310,0.21,0.11305,113.14,-0.013,0,0
32,320,0.19,0.11305,113.1283333,-0.022,0.00059564,0
33,330,0.21,0.11326,113.075,-0.023,-0.00051564,0.000805991
34,340,0.2,0.11296,113.1314286,-0.025,0.00055552,-0.001151874
35,350,0.2,0.11331,113.1314286,-0.024,0,0.001343556
36,360,0.18,0.11331,113.115,-0.021,0,0
37,370,0.18,0.11331,113.14,-0.026,0,0
38,380,0.21,0.11331,113.14,-0.024,-0.00051552,0
39,390,0.22,0.11317,113.19,-0.005,0.00040696,-0.000536924
40,400,0.19,0.112938,112.9707692,-0.029,0,-0.000891223
41,410,0.25,0.11305,113.0571429,-0.018,0,0.000430474
42,420,0.25,0.11305,113.04375,-0.017,-0.0003554,0
43,430,0.21,0.11294,113.02,-0.018,0.0003954,-0.000422783
44,440,0.26,0.11322,113.244,-0.007,0,0.001075367
45,450,0.24,0.11322,113.19,0,-0.00039792,0
46,460,0.25,0.11316,113.3066667,-0.002,0.00030768,-0.000230212
47,470,0.2,0.1134,113.24,-0.002,-0.0005584,0.000920116
48,480,0.17,0.11315,113.2725,0,0,-0.000958496
49,490,0.17,0.113315,113.2725,0.002,0.00067876,0.000632845
50,500,0.23,0.11317,113.105,-0.003,0,-0.000556087
51,510,0.21,0.11317,113.1,-0.004,0,0
52,520,0.2,0.11301,113.0533333,-0.004,0,-0.000614441
53,530,0.2,0.11301,113.0833333,0.002,-0.0005554,0
54,540,0.2,0.11292,113.0933333,0.002,0.00050552,-0.000346005
55,550,0.2,0.11322,113.0933333,0.002,0,0.001152281
56,560,0.19,0.11322,113.0866667,0.003,-0.00059552,0
57,570,0.16,0.11307,113.11,0.002,0.00041636,-0.000575758
58,580,0.17,0.11303,113.085,0.002,-0.000676,-0.000153665
59,590,0.18,0.11299,113.055,-0.012,0.00061504,-0.000153719
60,600,0.18,0.1131,113.064,-0.009,0,0.000422596
61,610,0.19,0.113058,113.08625,-0.017,0,-0.000161306
62,620,0.15,0.11313,113.095,-0.003,-0.00075624,0.000276489
63,630,0.22,0.11297,113.095,-0.014,0.00046516,-0.000614658
64,640,0.22,0.11322,113.0233333,-0.006,0,0.000960022
65,650,0.24,0.11322,113.05,-0.009,0,0
66,660,0.13,0.11322,113.03375,-0.019,0,0
67,670,0.15,0.11291,112.94125,-0.028,-0.00075372,-0.001190743
68,680,0.15,0.112885,112.94125,-0.028,0,-9.61701E-05
69,690,0.13,0.112885,112.875,-0.022,0.00079372,0
70,700,0.18,0.11297,112.9,-0.022,-0.00063372,0.000326891
71,710,0.22,0.11294,112.972,-0.016,0,-0.000115345
72,720,0.18,0.11294,112.94,-0.016,0.0006142,0
73,730,0.19,0.11309,113.022,-0.011,-0.00059444,0.000576421
74,740,0.09,0.11288,112.94,-0.007,0.00097456,-0.000807203
75,750,0.15,0.11283,112.9463636,-0.022,0,-0.000192413
76,760,0.14,0.11275,112.78,0.001,-0.00079252,-0.000308038
77,770,0.11,0.11281,112.7766667,0.002,0.00088288,0.000231049
78,780,0.13,0.1129,112.8066667,-0.001,0,0.000346343
79,790,0.13,0.1129,112.8314286,-0.005,0,0
80,800,0.12,0.1129,112.77,-0.009,0,0
81,810,0.15,0.112871,112.885,-0.011,0,-0.000111569
82,820,0.14,0.11282,112.8709091,-0.011,0,-0.000196277
83,830,0.16,0.11278,112.85,-0.004,0,-0.000154005
84,840,0.17,0.11277,112.855,-0.005,-0.00067324,-3.85098E-05
85,850,0.21,0.11273,112.87,-0.007,0,-0.000154073
86,860,0.17,0.11294,112.855,-0.008,0,0.000808276
87,870,0.17,0.112841,112.872,-0.009,0,-0.000380857
88,880,0.17,0.112841,112.872,-0.009,0,0
89,890,0.11,0.11272,112.715,-0.002,0.00056192,-0.000465946
90,900,0.12,0.11279,112.69,-0.005,-0.0008712,0.000269617
91,910,0.12,0.1126,112.69,-0.005,0.0007712,-0.000732206
92,920,0.12,0.11281,112.69,-0.004,0,0.000809209
93,930,0.15,0.11281,112.7625,-0.014,0,0
94,940,0.15,0.11281,112.7625,-0.014,0,0
95,950,0.16,0.11281,112.7733333,-0.016,0,0
96,960,0.17,0.11284,112.9075,-0.008,0,0.000115478
97,970,0.17,0.11284,112.865,-0.006,-0.00067336,0
98,980,0.15,0.112841,112.9,-0.003,0.00075336,3.84875E-06
99,990,0.1,0.112958,112.7366667,0.002,-0.00095264,0.000450068
100,1000,0.13,0.11267,112.7181818,-0.012,0,-0.0011087
101,1010,0.13,0.11267,112.7181818,-0.012,0,0
102,1020,0.17,0.11255,112.615,-0.003,0.00061036,-0.000462795
103,1030,0.17,0.112615,112.6433333,-0.005,-0.00067036,0.000250742
104,1040,0.15,0.11253,112.5875,-0.003,0,-0.000327922
105,1050,0.15,0.11256,112.61,-0.009,0,0.000115766
106,1060,0.15,0.11256,112.625,-0.01,0.0007406,0
107,1070,0.14,0.11265,112.665,-0.012,0,0.000347112
108,1080,0.12,0.11265,112.66,-0.002,0,0
109,1090,0.12,0.11263,112.66,-0.004,-0.00087144,-7.71119E-05
110,1100,0.11,0.11268,112.7316667,-0.008,0,0.000192754
111,1110,0.11,0.11268,112.685,-0.003,0,0
112,1120,0.09,0.11252,112.525,0.004,0.00083012,-0.000617115
113,1130,0.12,0.11251,112.5042857,0.007,0,-3.85988E-05
114,1140,0.16,0.11246,112.4971429,-0.005,-0.00070832,-0.000193046
115,1150,0.17,0.11236,112.3846154,-0.003,0,-0.000386349
116,1160,0.16,0.11236,112.3336364,0.001,0,0
117,1170,0.15,0.1123,112.3642857,-0.003,0.0007476,-0.000231974
118,1180,0.17,0.11245,112.3453846,0.003,0,0.000579704
119,1190,0.13,0.11237,112.3344444,0.006,-0.00082784,-0.000309079
120,1200,0.16,0.1123,112.4285714,0.002,0.00069832,-0.000270625
121,1210,0.16,0.11256,112.488,0.001,0,0.001004328
122,1220,0.16,0.11256,112.4933333,0.002,-0.00070832,0
123,1230,0.16,0.11237,112.4,0.006,0.00058832,-0.000733704
124,1240,0.13,0.11259,112.416,0.007,-0.00082868,0.000849438
125,1250,0.11,0.11241,112.4325,0.003,0,-0.000694871
126,1260,0.11,0.11241,112.432,0.007,0,0
127,1270,0.16,0.11241,112.4566667,0.006,0,0
128,1280,0.14,0.11241,112.44,-0.001,0.00075844,0
129,1290,0.16,0.11253,112.51,-0.012,0,0.000463371
130,1300,0.15,0.11245,112.475,-0.001,0,-0.000308859
131,1310,0.17,0.11245,112.4083333,0.003,0,0
132,1320,0.15,0.11255,112.4775,0,0,0.00038604
133,1330,0.13,0.11265,112.5833333,0.005,0,0.000385697
134,1340,0.13,0.11256,112.605,0.004,0,-0.000347112
135,1350,0.14,0.11256,112.57,0.006,-0.00079036,0
136,1360,0.13,0.11253,112.525,0.003,0,-0.000115766
137,1370,0.13,0.11253,112.5466667,0.002,0,0
138,1380,0.14,0.11243,112.502,-0.002,0,-0.000386108
139,1390,0.08,0.11243,112.4227273,-0.006,0,0
140,1400,0.16,0.11243,112.4833333,-0.003,0,0
141,1410,0.16,0.11243,112.4833333,-0.003,0.0007082,0
142,1420,0.16,0.11247,112.4871429,-0.007,-0.0007082,0.000154484
143,1430,0.16,0.11244,112.4157143,-0.008,0.00067844,-0.000115858
144,1440,0.14,0.11253,112.4633333,-0.009,-0.00078844,0.000347482
145,1450,0.13,0.11237,112.3775,-0.002,0.00082736,-0.000617938
146,1460,0.14,0.11234,112.364,-0.001,0,-0.000115961
147,1470,0.14,0.11234,112.364,-0.001,-0.00078736,0
148,1480,0.16,0.11242,112.45,-0.002,0.00068844,0.000309161
149,1490,0.14,0.11237,112.38,0,0,-0.0001932
150,1500,0.14,0.11237,112.38,0,0,0
151,1510,0.14,0.112365,112.366,0.003,0,-1.93247E-05
152,1520,0.14,0.112365,112.366,0.003,0,0
153,1530,0.14,0.11227,112.336,-0.008,0,-0.000367333
154,1540,0.14,0.11227,112.336,-0.008,-0.00078652,0
155,1550,0.14,0.11221,112.336,-0.008,0,-0.00023216
156,1560,0.14,0.11221,112.336,-0.008,0,0
157,1570,0.12,0.11221,112.22,0,0,0
158,1580,0.16,0.11226,112.15,0.002,0,0.000193476
159,1590,0.13,0.11225,112.1685714,0.007,0.0007058,-3.86882E-05
160,1600,0.11,0.11229,112.295,0.005,-0.00090688,0.000154732
161,1610,0.15,0.11225,112.21,-0.003,0.00074532,-0.000154732
162,1620,0.15,0.112161,112.21,-0.003,-0.00074532,-0.000344477
163,1630,0.12,0.11206,112.05,0.001,0.00086412,-0.000391255
164,1640,0.18,0.112085,112.1245455,-0.003,0,9.6878E-05
165,1650,0.16,0.112085,112.0833333,-0.002,-0.00070436,0
166,1660,0.1,0.11202,112.03,0.006,0,-0.000251928
167,1670,0.1,0.11202,112.04,0.005,0,0
168,1680,0.16,0.112058,112.0885714,0.004,0.00069424,0.000147299
169,1690,0.13,0.11211,112.088,0.007,0,0.000201486
170,1700,0.11,0.11202,112.1042857,0.003,0,-0.000348784
171,1710,0.17,0.11201,112.0066667,0.01,0,-3.87711E-05
172,1720,0.12,0.1121,112.0218182,0.013,-0.000864,0.000348815
173,1730,0.12,0.11197,111.9171429,0.009,0.0007928,-0.000503934
174,1740,0.12,0.11202,111.9847059,-0.003,-0.0008628,0.00019389
175,1750,0.11,0.1119,111.988,0.003,0.0009028,-0.000465482
176,1760,0.11,0.11202,111.96875,0.003,-0.0009028,0.000465482
177,1770,0.12,0.11202,111.958,-0.001,0,0
178,1780,0.12,0.11202,111.97,-0.003,0.00086292,0
179,1790,0.13,0.11201,111.9858333,-0.001,-0.00082292,-3.87711E-05
180,1800,0.12,0.11191,112.0158824,-0.014,0.00086292,-0.000387901
181,1810,0.12,0.11203,111.95,-0.001,0,0.00046544
182,1820,0.13,0.11203,111.998,-0.004,-0.00082304,0
183,1830,0.08,0.11196,112.0033333,0.002,0,-0.000271446
184,1840,0.12,0.11186,111.845,0.002,0.0008616,-0.000388075
185,1850,0.11,0.11196,111.865,-0.005,0,0.000388075
186,1860,0.11,0.11196,111.8666667,-0.004,-0.00090196,0
187,1870,0.11,0.111895,111.876,-0.002,0,-0.000252209
188,1880,0.12,0.111895,111.87,-0.002,0.00086172,0
189,1890,0.12,0.11187,111.87,-0.002,-0.00086172,-9.70425E-05
190,1900,0.12,0.11181,111.87,-0.002,0.00086172,-0.000232991
191,1910,0.12,0.11193,111.8614286,0,0,0.000465856
192,1920,0.15,0.11181,111.7675,0.004,-0.00074076,-0.000465856
193,1930,0.14,0.11173,111.835,-0.002,0.00078076,-0.000310849
194,1940,0.14,0.11188,111.7825,0.002,0,0.000582659
195,1950,0.14,0.11188,111.7516667,0.008,-0.00078088,0
196,1960,0.12,0.11167,111.74,-0.001,0,-0.000815942
197,1970,0.12,0.11161,111.67,0,0.00085932,-0.000233408
198,1980,0.13,0.11177,111.715,-0.001,0,0.000622143
199,1990,0.12,0.11165,111.72,-0.006,-0.00085992,-0.000466524
200,2000,0.12,0.11165,111.6942857,-0.004,0.00083992,0
201,2010,0.14,0.11165,111.615,0.002,-0.00077896,0
202,2020,0.17,0.11158,111.6803333,-0.055,0.0006586,-0.00027237
203,2030,0.08,0.11167,111.7033333,-0.131,0,0.000350159
204,2040,0.13,0.11174,111.7057143,-0.131,0,0.000272151
205,2050,0.13,0.11174,111.7090909,-0.012,-0.0008198,0
206,2060,0.13,0.11165,111.7090909,-0.012,0.0008198,-0.00034994
