,Time,BA_spread,Price,Smart_price,Liquid_imb,MKT_cost
row,2019-04-19 22:43:18.336541,0.020000000000003126,58.84,58.833043478260876,0.051,0.0
row,2019-04-19 22:43:18.344625,0.01999999999999602,58.82,58.824285714285715,0.037,0.0
row,2019-04-19 22:43:18.352538,0.01999999999999602,58.82,58.824285714285715,0.037,0.0
row,2019-04-19 22:43:18.361457,0.00999999999999801,58.82,58.816153846153846,0.025,0.0
row,2019-04-19 22:43:28.400001,0.00999999999999801,58.82,58.816153846153846,0.025,0.0
row,2019-04-19 22:43:28.409692,0.01999999999999602,58.79,58.77666666666667,0.05,0.0
row,2019-04-19 22:43:28.417298,0.00999999999999801,58.775,58.775,0.044,0.0
row,2019-04-19 22:43:28.425225,0.00999999999999801,58.78,58.77722222222222,0.03,0.0
row,2019-04-19 22:43:28.432896,0.020000000000003126,58.77,58.775454545454544,0.037,0.0
row,2019-04-19 22:43:28.439886,0.020000000000003126,58.77,58.775454545454544,0.037,0.0
row,2019-04-19 22:43:28.448187,0.00999999999999801,58.78,58.78799999999999,0.018,0.0
row,2019-04-19 22:43:28.461534,0.00999999999999801,58.78,58.78799999999999,0.018,0.0
row,2019-04-19 22:43:28.468964,0.020000000000003126,58.78,58.771249999999995,0.039,0.0
row,2019-04-19 22:43:28.476819,0.020000000000003126,58.74,58.73199999999999,0.06,0.0
row,2019-04-19 22:43:38.504901,0.020000000000003126,58.74,58.73199999999999,0.06,0.0
row,2019-04-19 22:43:38.511672,0.020000000000003126,58.74,58.730000000000004,0.064,0.0
row,2019-04-19 22:43:38.519406,0.00999999999999801,58.71,58.715263157894746,0.054,0.0
row,2019-04-19 22:43:38.526647,0.00999999999999801,58.72,58.71307692307692,0.06,0.0
row,2019-04-19 22:43:38.534240,0.00999999999999801,58.71,58.70636363636363,0.057,0.0
row,2019-04-19 22:43:38.542276,0.00999999999999801,58.71,58.70636363636363,0.057,0.0
row,2019-04-19 22:43:38.550272,0.020000000000003126,58.69,58.69238095238095,0.075,0.0
row,2019-04-19 22:43:38.558884,0.020000000000003126,58.68,58.692800000000005,0.073,0.0
row,2019-04-19 22:43:38.567228,0.020000000000003126,58.7,58.691111111111105,0.077,0.0
row,2019-04-19 22:43:38.576070,0.00999999999999801,58.7,58.708000000000006,0.045,0.0
row,2019-04-19 22:43:48.619298,0.00999999999999801,58.7,58.708000000000006,0.045,0.0006643999999999721
row,2019-04-19 22:43:48.630171,0.00999999999999801,58.72,58.711481481481485,0.054,0.0006645199999999818
row,2019-04-19 22:43:48.641208,0.00999999999999801,58.715,58.713235294117645,0.047,0.0006645199999999818
row,2019-04-19 22:43:48.650520,0.00999999999999801,58.72,58.71454545454546,0.039,0.0006645199999999818
row,2019-04-19 22:43:48.660122,0.00999999999999801,58.69,58.68666666666667,0.091,0.0006641599999999813
row,2019-04-19 22:43:48.668619,0.020000000000003126,58.68,58.693636363636365,0.078,0.0006042800000000058
row,2019-04-19 22:43:48.678258,0.00999999999999801,58.69,58.687894736842104,0.04,0.0006641599999999813
row,2019-04-19 22:43:48.686736,0.00999999999999801,58.69,58.68714285714285,0.042,0.0006641599999999813
row,2019-04-19 22:43:48.695803,0.020000000000003126,58.7,58.696666666666665,0.031,0.0006241599999999608
row,2019-04-19 22:43:48.704098,0.020000000000003126,58.7,58.697692307692314,0.027,0.0006241599999999608
row,2019-04-19 22:43:58.740808,0.020000000000003126,58.7,58.697692307692314,0.027,-0.0006241599999999608
row,2019-04-19 22:43:58.751083,0.020000000000003126,58.68,58.6976,0.028,-0.0006241599999999608
row,2019-04-19 22:43:58.762566,0.00999999999999801,58.7,58.68592592592592,0.055,-0.0006641599999999813
row,2019-04-19 22:43:58.772226,0.020000000000003126,58.68,58.67454545454545,0.059,-0.0006239199999999698
row,2019-04-19 22:43:58.781057,0.020000000000003126,58.68,58.665,0.067,-0.0006239199999999698
row,2019-04-19 22:43:58.791435,0.020000000000003126,58.67,58.66238095238096,0.06,-0.0006237999999999602
row,2019-04-19 22:43:58.799456,0.020000000000003126,58.67,58.66238095238096,0.06,-0.0006237999999999602
row,2019-04-19 22:43:58.807930,0.030000000000001137,58.65,58.640625,0.032,-0.0005834399999999675
row,2019-04-19 22:43:58.816271,0.030000000000001137,58.65,58.640625,0.032,-0.0005834399999999675
row,2019-04-19 22:43:58.825191,0.030000000000001137,58.62,58.64374999999999,0.024,-0.0005834399999999675
row,2019-04-19 22:44:08.856418,0.030000000000001137,58.632,58.63727272727272,0.016,0.0005833199999999578
row,2019-04-19 22:44:08.864764,0.030000000000001137,58.61,58.61125,-0.007,0.0005732000000000046
row,2019-04-19 22:44:08.874132,0.020000000000003126,58.61,58.61545454545455,-0.002,0.0006133199999999682
row,2019-04-19 22:44:08.883902,0.030000000000001137,58.61,58.61625,-0.011,0.0005831999999999767
row,2019-04-19 22:44:08.893886,0.03999999999999915,58.61,58.614186046511634,-0.009,0.0005430799999999749
row,2019-04-19 22:44:08.902127,0.030000000000001137,58.61,58.601666666666674,0.0,0.0005531999999999944
row,2019-04-19 22:44:08.911805,0.01999999999999602,58.6,58.604594594594595,-0.006,0.0006230799999999875
row,2019-04-19 22:44:08.920400,0.01999999999999602,58.6,58.602380952380955,0.001,0.0006230799999999875
row,2019-04-19 22:44:08.929497,0.020000000000003126,58.59,58.58133333333333,-0.006,0.0006228399999999681
