,TRV
824,138.01
825,138.01
826,138.01
827,138.01
828,138.05
829,138.05
830,138.05
831,138.02
832,138.02
833,138.02
834,138.02
835,138.02
836,138.02
837,138.02
838,138.02
839,138.06
840,138.06
841,138.06
842,138.06
843,138.05
844,138.05
845,138.05
846,138.05
847,138.05
848,138.05
849,138.07
850,138.07
851,138.09
852,138.09
853,138.135
854,138.12
855,138.12
856,138.08
857,138.059
858,138.059
859,138.059
860,138.04
861,137.99
862,137.99
863,137.99
864,137.98
865,137.98
866,137.98
867,137.97
868,137.97
869,137.97
870,137.91
871,137.88
872,137.89
873,137.93
874,137.93
875,137.93
876,137.93
877,137.93
878,137.93
879,137.93
880,137.93
881,137.966
882,137.966
883,137.966
884,137.966
885,137.966
886,137.966
887,138.075
888,138.1
889,138.05
890,138.01
891,138.11
892,138.07
893,138.039
894,138.06
895,138.01
896,137.92
897,137.96
898,137.96
899,138
900,137.98
901,137.98
902,137.98
903,137.985
904,137.96
905,138.03
906,138.03
907,138.03
908,138.03
909,138.03
910,138.03
911,138.08
912,138.08
913,138.03
914,138.03
915,138.03
916,138.03
917,138
918,137.97
919,137.97
920,137.98
921,137.98
922,137.94
923,137.94
924,137.903
925,137.92
926,137.92
927,137.93
928,137.94
929,137.94
930,137.94
931,137.955
932,137.92
933,137.92
934,137.91
935,137.91
936,137.91
937,137.91
938,137.97
939,137.98
940,138.04
941,138.04
942,138.04
943,138.04
944,138.04
945,138.01
946,138.01
947,137.96
948,137.96
949,137.98
950,137.93
951,137.938
952,137.938
953,137.938
954,137.938
955,137.938
956,137.938
957,137.95
958,137.95
959,138.05
960,138.05
961,138.05
962,138.05
963,138.025
964,138.04
965,137.995
966,138.01
967,138.01
968,137.96
969,137.96
970,137.96
971,138.01
972,137.945
973,137.95
974,137.91
975,137.86
976,137.9
977,137.76
978,137.76
979,137.52
980,137.6
981,137.32
982,137.32
983,137.33
984,137.335
985,137.3
986,137.25
987,137.31
988,137.28
989,137.28
990,137.27
991,137.32
992,137.32
993,137.32
994,137.32
995,137.37
996,137.28
997,137.2
998,137.2
999,137.22
1000,137.23
1001,137.23
1002,137.22
1003,137.22
1004,137.22
1005,137.2
1006,137.17
1007,137.29
1008,137.24
1009,137.24
1010,137.24
1011,137.305
1012,137.24
1013,137.24
1014,137.24
1015,137.24
1016,137.34
1017,137.41
1018,137.5
1019,137.47
1020,137.47
1021,137.47
1022,137.465
1023,137.48
1024,137.575
1025,137.59
1026,137.555
1027,137.555
1028,137.555
1029,137.555
1030,137.555
1031,137.55
1032,137.55
1033,137.51
1034,137.59
1035,137.59
1036,137.57
1037,137.57
1038,137.57
1039,137.57
1040,137.55
1041,137.575
1042,137.62
1043,137.51
1044,137.535
1045,137.49
1046,137.49
1047,137.495
1048,137.47
1049,137.47
1050,137.42
1051,137.405
1052,137.405
1053,137.48
1054,137.48
1055,137.48
1056,137.48
1057,137.5
1058,137.55
1059,137.55
1060,137.55
1061,137.55
1062,137.55
1063,137.499
1064,137.499
1065,137.499
1066,137.499
1067,137.4
1068,137.45
1069,137.45
1070,137.45
1071,137.45
1072,137.45
1073,137.45
1074,137.44
1075,137.44
1076,137.47
1077,137.42
1078,137.42
1079,137.415
1080,137.415
1081,137.415
1082,137.44
1083,137.41
1084,137.4
1085,137.4
1086,137.42
1087,137.45
1088,137.475
1089,137.42
1090,137.42
1091,137.45
1092,137.42
1093,137.4
1094,137.4
1095,137.33
1096,137.34
1097,137.31
1098,137.33
1099,137.33
1100,137.36
1101,137.34
1102,137.34
1103,137.34
1104,137.34
1105,137.34
1106,137.26
1107,137.26
1108,137.23
1109,137.26
1110,137.25
1111,137.25
1112,137.25
1113,137.35
1114,137.35
1115,137.35
1116,137.35
1117,137.48
1118,137.48
1119,137.56
1120,137.54
1121,137.54
1122,137.54
1123,137.54
1124,137.54
1125,137.57
1126,137.57
1127,137.57
1128,137.57
1129,137.57
1130,137.57
1131,137.57
1132,137.55
1133,137.589
1134,137.55
1135,137.55
1136,137.55
1137,137.55
1138,137.55
1139,137.52
1140,137.52
1141,137.52
1142,137.52
1143,137.51
1144,137.51
1145,137.51
1146,137.51
1147,137.39
1148,137.42
1149,137.42
1150,137.45
1151,137.47
1152,137.47
1153,137.47
1154,137.54
1155,137.54
1156,137.54
1157,137.55
1158,137.53
1159,137.53
1160,137.53
1161,137.53
1162,137.53
1163,137.51
1164,137.51
1165,137.48
1166,137.49
1167,137.48
1168,137.55
1169,137.51
1170,137.5
1171,137.5
1172,137.51
1173,137.51
1174,137.5
1175,137.5
1176,137.5
1177,137.5
1178,137.47
1179,137.47
1180,137.47
1181,137.47
1182,137.47
1183,137.48
1184,137.48
1185,137.44
1186,137.415
1187,137.415
1188,137.394
1189,137.394
1190,137.436
1191,137.447
1192,137.447
1193,137.46
1194,137.48
1195,137.48
1196,137.54
1197,137.47
1198,137.44
1199,137.44
1200,137.44
1201,137.44
1202,137.44
1203,137.45
1204,137.41
1205,137.41
1206,137.41
1207,137.51
1208,137.5
1209,137.5
1210,137.52
1211,137.5
1212,137.45
1213,137.38
1214,137.38
1215,137.37
1216,137.37
1217,137.37
1218,137.375
1219,137.4
1220,137.4
1221,137.4
1222,137.4
1223,137.4
1224,137.45
1225,137.44
1226,137.44
1227,137.44
1228,137.465
1229,137.465
1230,137.465
1231,137.42
1232,137.42
1233,137.411
1234,137.38
1235,137.365
1236,137.365
1237,137.365
1238,137.37
1239,137.37
1240,137.4
1241,137.4
1242,137.4
1243,137.4
1244,137.405
1245,137.48
1246,137.54
1247,137.5
1248,137.45
1249,137.472
1250,137.472
1251,137.58
1252,137.67
1253,137.67
1254,137.67
1255,137.67
1256,137.69
1257,137.69
1258,137.65
1259,137.65
1260,137.65
1261,137.65
1262,137.65
1263,137.72
1264,137.72
1265,137.715
1266,137.715
1267,137.715
1268,137.715
1269,137.715
1270,137.715
1271,137.64
1272,137.64
1273,137.68
1274,137.68
1275,137.68
1276,137.68
1277,137.68
1278,137.68
1279,137.68
1280,137.68
1281,137.68
1282,137.64
1283,137.64
1284,137.705
1285,137.655
1286,137.65
1287,137.67
1288,137.67
1289,137.67
1290,137.62
1291,137.62
1292,137.54
1293,137.57
1294,137.57
1295,137.57
1296,137.6
1297,137.56
1298,137.54
1299,137.46
1300,137.51
1301,137.53
1302,137.52
1303,137.47
1304,137.49
1305,137.49
1306,137.49
1307,137.49
1308,137.57
1309,137.55
1310,137.54
1311,137.59
1312,137.59
1313,137.61
1314,137.61
1315,137.65
1316,137.65
1317,137.61
1318,137.61
1319,137.61
1320,137.62
1321,137.62
1322,137.62
1323,137.66
1324,137.66
1325,137.66
1326,137.64
1327,137.64
1328,137.64
1329,137.64
1330,137.64
1331,137.64
1332,137.67
1333,137.67
1334,137.67
1335,137.67
1336,137.67
1337,137.6
1338,137.6
1339,137.56
1340,137.56
1341,137.56
1342,137.56
1343,137.56
1344,137.53
1345,137.53
1346,137.53
1347,137.53
1348,137.53
1349,137.53
1350,137.56
1351,137.56
1352,137.56
1353,137.66
1354,137.65
1355,137.65
1356,137.65
1357,137.7
1358,137.63
1359,137.63
1360,137.63
1361,137.61
1362,137.595
1363,137.595
1364,137.595
1365,137.56
1366,137.56
1367,137.54
1368,137.55
1369,137.557
1370,137.58
1371,137.58
1372,137.62
1373,137.62
1374,137.62
1375,137.72
1376,137.76
1377,137.82
1378,137.82
1379,137.82
1380,137.81
1381,137.81
1382,137.81
1383,137.85
1384,137.85
1385,137.91
1386,137.9
1387,137.885
1388,137.89
1389,137.89
1390,137.87
1391,137.88
1392,137.88
1393,137.8
1394,137.86
1395,137.86
1396,137.86
1397,137.86
1398,137.86
1399,137.86
1400,137.86
1401,137.86
1402,137.885
1403,137.885
1404,137.85
1405,137.85
1406,137.86
1407,137.86
1408,137.86
1409,137.86
1410,137.86
1411,137.86
1412,137.91
1413,137.96
1414,137.97
1415,137.97
1416,137.97
1417,137.97
1418,137.93
1419,137.93
1420,137.84
1421,137.95
1422,137.95
1423,137.95
1424,137.95
1425,137.915
1426,137.915
1427,137.9
1428,137.9
1429,137.9
1430,137.9
1431,137.9
1432,137.9
1433,137.89
1434,137.89
1435,137.91
1436,137.92
1437,137.855
1438,137.855
1439,137.855
1440,137.88
1441,137.88
1442,137.88
1443,137.86
1444,137.86
1445,137.77
1446,137.7
1447,137.7
1448,137.71
1449,137.68
1450,137.71
1451,137.6
1452,137.565
1453,137.565
1454,137.59
1455,137.59
1456,137.44
1457,137.49
1458,137.48
1459,137.48
1460,137.421
1461,137.421
1462,137.421
1463,137.421
1464,137.54
1465,137.55
1466,137.55
1467,137.55
1468,137.52
1469,137.5
1470,137.49
1471,137.54
1472,137.54
1473,137.54
1474,137.507
1475,137.507
1476,137.507
1477,137.53
1478,137.54
1479,137.54
1480,137.54
1481,137.55
1482,137.55
1483,137.55
1484,137.55
1485,137.59
1486,137.64
1487,137.64
1488,137.75
1489,137.7
1490,137.7
1491,137.74
1492,137.74
1493,137.7
1494,137.73
1495,137.73
1496,137.785
1497,137.785
1498,137.785
1499,137.785
1500,137.81
1501,137.8
1502,137.77
1503,137.75
1504,137.77
1505,137.77
1506,137.77
1507,137.743
1508,137.743
1509,137.743
1510,137.743
1511,137.743
1512,137.82
1513,137.88
1514,137.88
1515,137.88
1516,137.88
1517,137.88
1518,137.88
1519,137.88
1520,137.89
1521,137.89
1522,137.91
1523,137.91
1524,137.92
1525,137.92
1526,137.91
1527,137.93
1528,137.95
1529,137.95
1530,137.93
1531,137.899
1532,137.899
1533,137.93
1534,137.945
1535,137.945
1536,137.945
1537,137.98
1538,137.98
1539,137.93
1540,137.87
1541,137.87
1542,137.79
1543,137.79
1544,137.79
1545,137.79
1546,137.79
1547,137.79
1548,137.79
1549,137.79
1550,137.83
1551,137.83
1552,137.82
1553,137.81
1554,137.78
1555,137.71
1556,137.73
1557,137.94
1558,137.97
1559,137.84
1560,137.935
1561,137.96
1562,137.94
1563,137.855
1564,137.89
1565,137.94
1566,137.88
1567,137.93
1568,137.93
1569,137.89
1570,137.89
1571,137.89
1572,137.91
1573,137.91
1574,137.99
1575,137.97
1576,137.9
1577,137.9
1578,137.9
1579,137.9
1580,137.907
1581,137.93
1582,137.91
1583,137.9
1584,137.86
1585,137.87
1586,137.85
1587,137.85
1588,137.85
1589,137.85
1590,137.85
1591,137.77
1592,137.85
1593,137.87
1594,137.89
1595,137.92
1596,137.88
1597,137.83
1598,137.83
1599,137.83
1600,137.83
1601,137.83
1602,137.83
1603,137.83
1604,137.86
1605,137.86
1606,137.86
1607,137.827
1608,137.83
1609,137.88
1610,137.88
1611,137.805
1612,137.805
1613,137.79
1614,137.79
1615,137.78
1616,137.74
1617,137.74
1618,137.78
1619,137.77
1620,137.76
1621,137.73
1622,137.73
1623,137.74
1624,137.7
1625,137.7
1626,137.73
1627,137.72
1628,137.74
1629,137.76
1630,137.76
1631,137.625
1632,137.566
1633,137.54
1634,137.45
1635,137.45
1636,137.525
1637,137.525
1638,137.525
1639,137.525
1640,137.57
1641,137.57
1642,137.57
1643,137.62
1644,137.63
1645,137.64
1646,137.64
1647,137.64
1648,137.67
1649,137.71
1650,137.69
1651,137.68
1652,137.68
1653,137.68
1654,137.68
1655,137.68
1656,137.67
1657,137.67
1658,137.67
1659,137.67
1660,137.67
1661,137.7
1662,137.7
1663,137.69
1664,137.69
1665,137.67
1666,137.681
1667,137.681
1668,137.665
1669,137.67
1670,137.62
1671,137.62
1672,137.62
1673,137.58
1674,137.58
1675,137.52
1676,137.5
1677,137.45
1678,137.44
1679,137.41
1680,137.43
1681,137.43
1682,137.43
1683,137.43
1684,137.44
1685,137.44
1686,137.37
1687,137.35
1688,137.32
1689,137.32
1690,137.4
1691,137.4
1692,137.436
1693,137.436
1694,137.436
1695,137.4
1696,137.4
1697,137.25
1698,137.21
1699,137.24
1700,137.19
1701,137.12
1702,137.12
1703,137.12
1704,137.169
1705,137.3
1706,137.24
1707,137.18
1708,137.19
1709,137.185
1710,137.26
1711,137.27
1712,137.27
1713,137.27
1714,137.27
1715,137.27
1716,137.27
1717,137.31
1718,137.31
1719,137.33
1720,137.27
1721,137.27
1722,137.27
1723,137.31
1724,137.32
1725,137.28
1726,137.53
1727,137.525
1728,137.525
1729,137.52
1730,137.52
1731,137.56
1732,137.56
1733,137.56
1734,137.535
1735,137.535
1736,137.535
1737,137.535
1738,137.535
1739,137.502
1740,137.51
1741,137.47
1742,137.49
1743,137.49
1744,137.49
1745,137.49
1746,137.54
1747,137.52
1748,137.5
1749,137.49
1750,137.49
1751,137.44
1752,137.42
1753,137.41
1754,137.39
1755,137.39
1756,137.39
1757,137.39
1758,137.4
1759,137.36
1760,137.38
1761,137.38
1762,137.38
1763,137.44
1764,137.44
1765,137.5
1766,137.5
1767,137.51
1768,137.555
1769,137.555
1770,137.57
1771,137.52
1772,137.58
1773,137.54
1774,137.52
1775,137.52
1776,137.52
1777,137.48
1778,137.49
1779,137.53
1780,137.53
1781,137.56
1782,137.53
1783,137.53
1784,137.52
1785,137.46
1786,137.46
1787,137.48
1788,137.465
1789,137.42
1790,137.41
1791,137.44
1792,137.44
1793,137.37
1794,137.36
1795,137.36
1796,137.438
1797,137.48
1798,137.45
1799,137.45
1800,137.46
1801,137.43
1802,137.45
1803,137.45
1804,137.465
1805,137.54
1806,137.56
1807,137.56
1808,137.55
1809,137.57
1810,137.57
1811,137.57
1812,137.57
1813,137.57
1814,137.61
1815,137.59
1816,137.54
1817,137.555
1818,137.521
1819,137.54
1820,137.54
1821,137.575
1822,137.575
1823,137.575
1824,137.55
1825,137.55
1826,137.52
1827,137.52
1828,137.47
1829,137.497
1830,137.497
1831,137.49
1832,137.45
1833,137.45
1834,137.45
1835,137.45
1836,137.45
1837,137.435
1838,137.4
1839,137.38
1840,137.38
1841,137.28
1842,137.21
1843,137.23
1844,137.29
1845,137.3
1846,137.3
1847,137.31
1848,137.33
1849,137.375
1850,137.37
1851,137.39
1852,137.39
1853,137.49
1854,137.43
1855,137.46
1856,137.46
1857,137.399
1858,137.42
1859,137.42
1860,137.49
1861,137.48
1862,137.53
1863,137.56
1864,137.57
1865,137.5
1866,137.5
1867,137.53
1868,137.525
1869,137.57
1870,137.59
1871,137.56
1872,137.51
1873,137.6
1874,137.6
1875,137.6
1876,137.56
1877,137.56
1878,137.55
1879,137.55
1880,137.53
1881,137.48
1882,137.47
1883,137.482
1884,137.45
1885,137.54
1886,137.54
1887,137.54
1888,137.55
1889,137.53
1890,137.555
1891,137.555
1892,137.555
1893,137.42
1894,137.44
1895,137.4
1896,137.43
1897,137.43
1898,137.47
1899,137.51
1900,137.51
1901,137.51
1902,137.5
1903,137.5
1904,137.52
1905,137.5
1906,137.5
1907,137.5
1908,137.5
1909,137.49
1910,137.48
1911,137.48
1912,137.4
1913,137.45
1914,137.4
1915,137.4
1916,137.42
1917,137.43
1918,137.43
1919,137.48
1920,137.465
1921,137.5
1922,137.5
1923,137.51
1924,137.51
1925,137.51
1926,137.53
1927,137.6
1928,137.6
1929,137.65
1930,137.64
1931,137.6
1932,137.6
1933,137.63
1934,137.65
1935,137.65
1936,137.63
1937,137.63
1938,137.61
1939,137.61
1940,137.58
1941,137.58
1942,137.56
1943,137.58
1944,137.58
1945,137.59
1946,137.53
1947,137.53
1948,137.53
1949,137.53
1950,137.51
1951,137.4
1952,137.43
1953,137.42
1954,137.39
1955,137.4
1956,137.41
1957,137.41
1958,137.4
1959,137.37
1960,137.34
1961,137.31
1962,137.34
1963,137.27
1964,137.24
1965,137.295
1966,137.295
1967,137.295
1968,137.633
1969,137.633
1970,137.28
1971,137.3
1972,137.3
1973,137.3
1974,137.35
1975,137.35
1976,137.38
1977,137.38
1978,137.34
1979,137.45
1980,137.36
1981,137.36
1982,137.34
1983,137.34
1984,137.42
1985,137.45
1986,137.45
1987,137.44
1988,137.51
1989,137.52
1990,137.56
1991,137.59
1992,137.55
1993,137.56
1994,137.53
1995,137.54
1996,137.5
1997,137.5
1998,137.5
1999,137.48
2000,137.47
