,PFE
257,40.55
258,40.54
259,40.54
260,40.57
261,40.57
262,40.54
263,40.54
264,40.575
265,40.59
266,40.61
267,40.54
268,40.57
269,40.57
270,40.62
271,40.64
272,40.63
273,40.64
274,40.66
275,40.65
276,40.69
277,40.67
278,40.67
279,40.6431
280,40.63
281,40.625
282,40.61
283,40.61
284,40.58
285,40.595
286,40.59
287,40.57
288,40.58
289,40.59
290,40.62
291,40.64
292,40.63
293,40.63
294,40.675
295,40.71
296,40.71
297,40.73
298,40.73
299,40.76
300,40.7001
301,40.735
302,40.72
303,40.707
304,40.745
305,40.76
306,40.78
307,40.76
308,40.81
309,40.7742
310,40.7553
311,40.75
312,40.745
313,40.7553
314,40.74
315,40.72
316,40.76
317,40.755
318,40.76
319,40.78
320,40.78
321,40.795
322,40.7959
323,40.8
324,40.79
325,40.82
326,40.815
327,40.83
328,40.85
329,40.83
330,40.8281
331,40.81
332,40.83
333,40.86
334,40.86
335,40.86
336,40.87
337,40.89
338,40.885
339,40.88
340,40.88
341,40.8778
342,40.865
343,40.87
344,40.85
345,40.845
346,40.86
347,40.865
348,40.865
349,40.87
350,40.87
351,40.89
352,40.89
353,40.88
354,40.87
355,40.88
356,40.87
357,40.87
358,40.87
359,40.87
360,40.87
361,40.86
362,40.8926
363,40.84
364,40.84
365,40.825
366,40.83
367,40.85
368,40.845
369,40.87
370,40.85
371,40.86
372,40.85
373,40.86
374,40.86
375,40.85
376,40.825
377,40.82
378,40.79
379,40.76
380,40.7531
381,40.77
382,40.77
383,40.76
384,40.76
385,40.7652
386,40.75
387,40.75
388,40.75
389,40.755
390,40.76
391,40.78
392,40.79
393,40.81
394,40.81
395,40.82
396,40.8314
397,40.805
398,40.81
399,40.76
400,40.76
401,40.76
402,40.77
403,40.775
404,40.77
405,40.76
406,40.75
407,40.76
408,40.75
409,40.73
410,40.7505
411,40.77
412,40.76
413,40.77
414,40.76
415,40.76
416,40.735
417,40.734
418,40.75
419,40.76
420,40.79
421,40.73
422,40.71
423,40.71
424,40.7292
425,40.7
426,40.71
427,40.71
428,40.705
429,40.7242
430,40.73
431,40.74
432,40.73
433,40.725
434,40.7156
435,40.72
436,40.67
437,40.71
438,40.72
439,40.7154
440,40.7057
441,40.7
442,40.69
443,40.7
444,40.75
445,40.74
446,40.74
447,40.73
448,40.74
449,40.72
450,40.72
451,40.7
452,40.685
453,40.67
454,40.68
455,40.6848
456,40.69
457,40.71
458,40.7
459,40.714
460,40.7146
461,40.73
462,40.725
463,40.75
464,40.743
465,40.78
466,40.765
467,40.76
468,40.76
469,40.78
470,40.79
471,40.77
472,40.77
473,40.77
474,40.78
475,40.7832
476,40.79
477,40.8
478,40.75
479,40.755
480,40.753
481,40.76
482,40.765
483,40.76
484,40.75
485,40.741
486,40.75
487,40.67
488,40.62
489,40.64
490,40.6
491,40.5799
492,40.58
493,40.57
494,40.6
495,40.595
496,40.6
497,40.6
498,40.6
499,40.61
500,40.63
501,40.635
502,40.645
503,40.67
504,40.665
505,40.67
506,40.66
507,40.68
508,40.6892
509,40.67
510,40.695
511,40.69
512,40.68
513,40.67
514,40.71
515,40.7
516,40.68
517,40.67
518,40.65
519,40.67
520,40.66
521,40.68
522,40.69
523,40.7
524,40.69
525,40.71
526,40.71
527,40.73
528,40.72
529,40.73
530,40.72
531,40.73
532,40.71
533,40.71
534,40.715
535,40.725
536,40.75
537,40.76
538,40.78
539,40.78
540,40.795
541,40.785
542,40.79
543,40.8063
544,40.83
545,40.84
546,40.84
547,40.85
548,40.87
549,40.9
550,40.9154
551,40.9
552,40.935
553,40.95
554,40.97
555,40.95
556,40.95
557,40.97
558,40.96
559,41
560,40.99
561,40.98
562,40.955
563,40.93
564,40.95
565,40.91
566,40.93
567,40.935
568,40.9
569,40.89
570,40.86
571,40.88
572,40.875
573,40.9
574,40.91
575,40.89
576,40.895
577,40.9
578,40.87
579,40.88
580,40.9
581,40.87
582,40.907
583,40.885
584,40.865
585,40.865
586,40.86
587,40.86
588,40.855
589,40.82
590,40.84
591,40.845
592,40.855
593,40.86
594,40.8634
595,40.9
596,40.903
597,40.91
598,40.95
599,40.95
600,40.95
601,40.97
602,40.99
603,40.975
604,41
605,41.01
606,41
607,41.0101
608,41.03
609,41.03
610,41.05
611,41.05
612,41.035
613,41.065
614,41.1156
615,41.1
616,41.09
617,41.1
618,41.095
619,41.17
620,41.19
621,41.155
622,41.11
623,41.12
624,41.135
625,41.11
626,41.105
627,41.15
628,41.09
629,41.11
630,41.11
631,41.09
632,41.07
633,41.09
634,41.065
635,41.04
636,41.03
637,41.05
638,41.06
639,41.08
640,41.07
641,41.05
642,41.07
643,41.06
644,41.05
645,41.05
646,41.05
647,41.04
648,41.04
649,41.03
650,41.033
651,41.04
652,41.05
653,41.06
654,41.04
655,41.06
656,41.05
657,41.04
658,41.02
659,41.03
660,41.0245
661,41.04
662,41.04
663,41.03
664,41.05
665,41.06
666,41.06
667,41.065
668,41.04
669,41.05
670,41.075
671,41.07
672,41.07
673,41.075
674,41.06
675,41.06
676,41.05
677,41.0515
678,41.08
679,41.11
680,41.1
681,41.1
682,41.105
683,41.12
684,41.12
685,41.1
686,41.12
687,41.11
688,41.11
689,41.11
690,41.11
691,41.12
692,41.14
693,41.1457
694,41.16
695,41.13
696,41.12
697,41.1221
698,41.14
699,41.14
700,41.15
701,41.13
702,41.1238
703,41.13
704,41.145
705,41.12
706,41.11
707,41.085
708,41.09
709,41.08
710,41.05
711,41.06
712,41.055
713,41.065
714,41.09
715,41.08
716,41.08
717,41.07
718,41.075
719,41.095
720,41.075
721,41.08
722,41.08
723,41.06
724,41.07
725,41.055
726,41.04
727,41.04
728,41.03
729,41.027
730,41.035
731,41.0301
732,41.02
733,41.01
734,41
735,41.005
736,41.0114
737,41.015
738,41.02
739,41.0101
740,41.015
741,41.0164
742,41.0449
743,41.1
744,41.1
745,41.1
746,41.07
747,41.0747
748,41.06
749,41.055
750,41.05
751,41.065
752,41.065
753,41.07
754,41.1
755,41.1282
756,41.14
757,41.15
758,41.14
759,41.15
760,41.15
761,41.15
762,41.16
763,41.15
764,41.125
765,41.1263
766,41.14
767,41.12
768,41.12
769,41.125
770,41.14
771,41.16
772,41.18
773,41.15
774,41.18
775,41.15
776,41.16
777,41.18
778,41.18
779,41.2
780,41.185
781,41.16
782,41.18
783,41.16
784,41.15
785,41.15
786,41.15
787,41.145
788,41.18
789,41.165
790,41.145
791,41.15
792,41.1626
793,41.17
794,41.165
795,41.165
796,41.18
797,41.145
798,41.145
799,41.125
800,41.12
801,41.115
802,41.13
803,41.13
804,41.135
805,41.16
806,41.125
807,41.13
808,41.13
809,41.11
810,41.12
811,41.13
812,41.12
813,41.13
814,41.1247
815,41.11
816,41.125
817,41.14
818,41.15
819,41.15
820,41.135
821,41.125
822,41.115
823,41.115
824,41.1
825,41.12
826,41.12
827,41.13
828,41.105
829,41.11
830,41.11
831,41.13
832,41.135
833,41.14
834,41.125
835,41.135
836,41.125
837,41.12
838,41.135
839,41.155
840,41.16
841,41.1237
842,41.15
843,41.15
844,41.15
845,41.15
846,41.17
847,41.18
848,41.19
849,41.185
850,41.2106
851,41.25
852,41.28
853,41.285
854,41.27
855,41.2745
856,41.2892
857,41.27
858,41.28
859,41.302
860,41.31
861,41.315
862,41.315
863,41.32
864,41.33
865,41.33
866,41.32
867,41.3042
868,41.29
869,41.315
870,41.305
871,41.32
872,41.35
873,41.36
874,41.36
875,41.355
876,41.3601
877,41.365
878,41.37
879,41.33
880,41.36
881,41.31
882,41.31
883,41.33
884,41.33
885,41.34
886,41.32
887,41.29
888,41.28
889,41.285
890,41.275
891,41.288
892,41.27
893,41.285
894,41.29
895,41.2933
896,41.295
897,41.305
898,41.295
899,41.2979
900,41.3036
901,41.315
902,41.32
903,41.31
904,41.305
905,41.3
906,41.2968
907,41.31
908,41.3264
909,41.34
910,41.32
911,41.32
912,41.35
913,41.345
914,41.35
915,41.34
916,41.36
917,41.365
918,41.385
919,41.3946
920,41.405
921,41.38
922,41.39
923,41.3816
924,41.38
925,41.37
926,41.36
927,41.33
928,41.32
929,41.325
930,41.315
931,41.36
932,41.38
933,41.37
934,41.36
935,41.38
936,41.395
937,41.38
938,41.41
939,41.4
940,41.43
941,41.43
942,41.42
943,41.41
944,41.4
945,41.4
946,41.41
947,41.395
948,41.41
949,41.42
950,41.45
951,41.44
952,41.48
953,41.48
954,41.48
955,41.4777
956,41.49
957,41.5
958,41.53
959,41.53
960,41.53
961,41.53
962,41.525
963,41.555
964,41.57
965,41.56
966,41.535
967,41.54
968,41.54
969,41.53
970,41.5125
971,41.5
972,41.49
973,41.515
974,41.49
975,41.475
976,41.48
977,41.42
978,41.4
979,41.41
980,41.425
981,41.405
982,41.41
983,41.43
984,41.395
985,41.415
986,41.385
987,41.355
988,41.35
989,41.355
990,41.3477
991,41.355
992,41.355
993,41.36
994,41.375
995,41.4
996,41.42
997,41.441
998,41.46
999,41.45
1000,41.475
1001,41.4175
1002,41.48
1003,41.46
1004,41.465
1005,41.455
1006,41.42
1007,41.43
1008,41.41
1009,41.4
1010,41.4
1011,41.39
1012,41.3894
1013,41.4
1014,41.38
1015,41.4
1016,41.395
1017,41.38
1018,41.405
1019,41.395
1020,41.41
1021,41.39
1022,41.4
1023,41.4145
1024,41.44
1025,41.44
1026,41.445
1027,41.45
1028,41.43
1029,41.45
1030,41.4479
1031,41.44
1032,41.41
1033,41.415
1034,41.425
1035,41.425
1036,41.43
1037,41.41
1038,41.42
1039,41.425
1040,41.43
1041,41.43
1042,41.46
1043,41.49
1044,41.47
1045,41.46
1046,41.455
1047,41.475
1048,41.445
1049,41.445
1050,41.4462
1051,41.45
1052,41.42
1053,41.3936
1054,41.37
1055,41.39
1056,41.36
1057,41.33
1058,41.365
1059,41.4249
1060,41.3714
1061,41.37
1062,41.395
1063,41.39
1064,41.35
1065,41.33
1066,41.34
1067,41.34
1068,41.33
1069,41.32
1070,41.32
1071,41.32
1072,41.315
1073,41.33
1074,41.34
1075,41.345
1076,41.3479
1077,41.3349
1078,41.36
1079,41.35
1080,41.36
1081,41.35
1082,41.36
1083,41.3353
1084,41.3367
1085,41.34
1086,41.36
1087,41.36
1088,41.381
1089,41.3732
1090,41.365
1091,41.3731
1092,41.395
1093,41.39
1094,41.39
1095,41.36
1096,41.35
1097,41.35
1098,41.36
1099,41.37
1100,41.395
1101,41.41
1102,41.4133
1103,41.44
1104,41.435
1105,41.45
1106,41.455
1107,41.46
1108,41.47
1109,41.46
1110,41.46
1111,41.47
1112,41.47
1113,41.4384
1114,41.445
1115,41.44
1116,41.425
1117,41.455
1118,41.455
1119,41.4701
1120,41.4785
1121,41.455
1122,41.44
1123,41.445
1124,41.4263
1125,41.425
1126,41.42
1127,41.44
1128,41.43
1129,41.45
1130,41.4232
1131,41.4274
1132,41.4501
1133,41.48
1134,41.47
1135,41.47
1136,41.485
1137,41.49
1138,41.49
1139,41.51
1140,41.5233
1141,41.505
1142,41.49
1143,41.5
1144,41.52
1145,41.535
1146,41.56
1147,41.57
1148,41.548
1149,41.54
1150,41.53
1151,41.51
1152,41.515
1153,41.5
1154,41.495
1155,41.47
1156,41.49
1157,41.485
1158,41.48
1159,41.51
1160,41.4964
1161,41.5
1162,41.5
1163,41.515
1164,41.5
1165,41.49
1166,41.47
1167,41.48
1168,41.47
1169,41.48
1170,41.46
1171,41.42
1172,41.42
1173,41.45
1174,41.47
1175,41.49
1176,41.47
1177,41.47
1178,41.44
1179,41.445
1180,41.46
1181,41.47
1182,41.46
1183,41.48
1184,41.47
1185,41.46
1186,41.445
1187,41.44
1188,41.425
1189,41.4325
1190,41.445
1191,41.45
1192,41.47
1193,41.49
1194,41.5
1195,41.5
1196,41.51
1197,41.515
1198,41.5
1199,41.52
1200,41.5
1201,41.48
1202,41.48
1203,41.4959
1204,41.52
1205,41.53
1206,41.56
1207,41.55
1208,41.51
1209,41.5
1210,41.49
1211,41.5085
1212,41.5
1213,41.5
1214,41.5
1215,41.51
1216,41.51
1217,41.51
1218,41.52
1219,41.535
1220,41.555
1221,41.55
1222,41.535
1223,41.545
1224,41.54
1225,41.5389
1226,41.5231
1227,41.53
1228,41.525
1229,41.52
1230,41.5389
1231,41.529
1232,41.545
1233,41.52
1234,41.47
1235,41.44
1236,41.43
1237,41.41
1238,41.415
1239,41.415
1240,41.42
1241,41.4145
1242,41.42
1243,41.43
1244,41.44
1245,41.455
1246,41.44
1247,41.415
1248,41.4
1249,41.38
1250,41.36
1251,41.37
1252,41.3736
1253,41.385
1254,41.37
1255,41.37
1256,41.385
1257,41.41
1258,41.4
1259,41.4
1260,41.37
1261,41.35
1262,41.33
1263,41.32
1264,41.33
1265,41.32
1266,41.32
1267,41.3
1268,41.3
1269,41.295
1270,41.29
1271,41.3
1272,41.33
1273,41.33
1274,41.31
1275,41.32
1276,41.3157
1277,41.3
1278,41.3
1279,41.3
1280,41.31
1281,41.31
1282,41.31
1283,41.325
1284,41.33
1285,41.33
1286,41.35
1287,41.36
1288,41.3602
1289,41.36
1290,41.37
1291,41.39
1292,41.3749
1293,41.4
1294,41.4
1295,41.38
1296,41.38
1297,41.4
1298,41.39
1299,41.38
1300,41.38
1301,41.35
1302,41.36
1303,41.335
1304,41.34
1305,41.3199
1306,41.31
1307,41.32
1308,41.33
1309,41.32
1310,41.34
1311,41.3155
1312,41.33
1313,41.33
1314,41.27
1315,41.27
1316,41.2585
1317,41.24
1318,41.22
1319,41.23
1320,41.23
1321,41.21
1322,41.2
1323,41.18
1324,41.19
1325,41.18
1326,41.19
1327,41.19
1328,41.19
1329,41.2
1330,41.19
1331,41.22
1332,41.2
1333,41.18
1334,41.17
1335,41.14
1336,41.15
1337,41.1711
1338,41.17
1339,41.18
1340,41.21
1341,41.205
1342,41.1852
1343,41.18
1344,41.1954
1345,41.18
1346,41.17
1347,41.18
1348,41.155
1349,41.15
1350,41.14
1351,41.13
1352,41.15
1353,41.16
1354,41.17
1355,41.18
1356,41.19
1357,41.19
1358,41.1782
1359,41.2232
1360,41.26
1361,41.265
1362,41.255
1363,41.25
1364,41.22
1365,41.2234
1366,41.225
1367,41.235
1368,41.23
1369,41.22
1370,41.23
1371,41.259
1372,41.25
1373,41.24
1374,41.25
1375,41.24
1376,41.24
1377,41.25
1378,41.25
1379,41.24
1380,41.24
1381,41.25
1382,41.25
1383,41.24
1384,41.2266
1385,41.25
1386,41.24
1387,41.235
1388,41.2367
1389,41.25
1390,41.27
1391,41.3
1392,41.3169
1393,41.3231
1394,41.32
1395,41.275
1396,41.32
1397,41.32
1398,41.32
1399,41.315
1400,41.2834
1401,41.31
1402,41.2968
1403,41.285
1404,41.27
1405,41.28
1406,41.27
1407,41.2854
1408,41.255
1409,41.28
1410,41.28
1411,41.27
1412,41.29
1413,41.28
1414,41.26
1415,41.265
1416,41.25
1417,41.26
1418,41.27
1419,41.2655
1420,41.28
1421,41.29
1422,41.2999
1423,41.31
1424,41.31
1425,41.3101
1426,41.31
1427,41.33
1428,41.335
1429,41.315
1430,41.34
1431,41.35
1432,41.34
1433,41.34
1434,41.3356
1435,41.335
1436,41.3289
1437,41.305
1438,41.2985
1439,41.28
1440,41.26
1441,41.26
1442,41.265
1443,41.25
1444,41.26
1445,41.2535
1446,41.26
1447,41.255
1448,41.2473
1449,41.253
1450,41.255
1451,41.25
1452,41.27
1453,41.255
1454,41.25
1455,41.23
1456,41.23
1457,41.24
1458,41.25
1459,41.25
1460,41.25
1461,41.28
1462,41.285
1463,41.285
1464,41.27
1465,41.265
1466,41.28
1467,41.29
1468,41.295
1469,41.31
1470,41.315
1471,41.33
1472,41.33
1473,41.32
1474,41.34
1475,41.34
1476,41.33
1477,41.33
1478,41.34
1479,41.33
1480,41.29
1481,41.27
1482,41.3
1483,41.32
1484,41.33
1485,41.34
1486,41.335
1487,41.32
1488,41.3
1489,41.31
1490,41.32
1491,41.31
1492,41.32
1493,41.33
1494,41.32
1495,41.31
1496,41.31
1497,41.3
1498,41.3
1499,41.33
1500,41.33
1501,41.32
1502,41.33
1503,41.35
1504,41.3325
1505,41.35
1506,41.3543
1507,41.37
1508,41.375
1509,41.365
1510,41.365
1511,41.365
1512,41.365
1513,41.36
1514,41.35
1515,41.35
1516,41.35
1517,41.35
1518,41.35
1519,41.38
1520,41.38
1521,41.41
1522,41.41
1523,41.407
1524,41.41
1525,41.405
1526,41.405
1527,41.395
1528,41.42
1529,41.42
1530,41.4235
1531,41.42
1532,41.43
1533,41.43
1534,41.45
1535,41.43
1536,41.44
1537,41.44
1538,41.435
1539,41.46
1540,41.43
1541,41.43
1542,41.46
1543,41.49
1544,41.49
1545,41.495
1546,41.4999
1547,41.5
1548,41.51
1549,41.51
1550,41.52
1551,41.5
1552,41.525
1553,41.515
1554,41.505
1555,41.5
1556,41.5145
1557,41.53
1558,41.54
1559,41.53
1560,41.51
1561,41.52
1562,41.5
1563,41.51
1564,41.535
1565,41.55
1566,41.525
1567,41.52
1568,41.5289
1569,41.52
1570,41.53
1571,41.525
1572,41.525
1573,41.515
1574,41.51
1575,41.5155
1576,41.5101
1577,41.52
1578,41.53
1579,41.525
1580,41.52
1581,41.53
1582,41.56
1583,41.56
1584,41.545
1585,41.54
1586,41.55
1587,41.5253
1588,41.51
1589,41.49
1590,41.48
1591,41.4864
1592,41.48
1593,41.49
1594,41.4966
1595,41.501
1596,41.52
1597,41.52
1598,41.53
1599,41.525
1600,41.52
1601,41.51
1602,41.5
1603,41.4805
1604,41.49
1605,41.5
1606,41.5
1607,41.515
1608,41.51
1609,41.5
1610,41.485
1611,41.495
1612,41.49
1613,41.49
1614,41.485
1615,41.49
1616,41.47
1617,41.47
1618,41.45
1619,41.47
1620,41.463
1621,41.46
1622,41.465
1623,41.47
1624,41.47
1625,41.4364
1626,41.44
1627,41.4748
1628,41.41
1629,41.43
1630,41.44
1631,41.4481
1632,41.465
1633,41.45
1634,41.45
1635,41.445
1636,41.44
1637,41.43
1638,41.43
1639,41.425
1640,41.425
1641,41.43
1642,41.4429
1643,41.455
1644,41.455
1645,41.45
1646,41.45
1647,41.44
1648,41.45
1649,41.44
1650,41.46
1651,41.46
1652,41.455
1653,41.47
1654,41.48
1655,41.46
1656,41.48
1657,41.4836
1658,41.49
1659,41.5
1660,41.5
1661,41.505
1662,41.5
1663,41.5
1664,41.5154
1665,41.515
1666,41.505
1667,41.5
1668,41.5
1669,41.4926
1670,41.4807
1671,41.47
1672,41.445
1673,41.45
1674,41.45
1675,41.45
1676,41.4257
1677,41.44
1678,41.4754
1679,41.46
1680,41.48
1681,41.48
1682,41.475
1683,41.4767
1684,41.48
1685,41.46
1686,41.46
1687,41.46
1688,41.435
1689,41.42
1690,41.39
1691,41.38
1692,41.37
1693,41.4
1694,41.41
1695,41.4
1696,41.395
1697,41.41
1698,41.41
1699,41.33
1700,41.3
1701,41.3
1702,41.295
1703,41.31
1704,41.32
1705,41.34
1706,41.3257
1707,41.32
1708,41.31
1709,41.3232
1710,41.3299
1711,41.33
1712,41.33
1713,41.315
1714,41.29
1715,41.3
1716,41.295
1717,41.3
1718,41.27
1719,41.3
1720,41.3
1721,41.305
1722,41.28
1723,41.275
1724,41.28
1725,41.255
1726,41.26
1727,41.24
1728,41.27
1729,41.28
1730,41.28
1731,41.29
1732,41.3
1733,41.31
1734,41.3336
1735,41.29
1736,41.29
1737,41.28
1738,41.26
1739,41.26
1740,41.27
1741,41.27
1742,41.26
1743,41.255
1744,41.255
1745,41.255
1746,41.24
1747,41.25
1748,41.24
1749,41.25
1750,41.25
1751,41.245
1752,41.25
1753,41.235
1754,41.24
1755,41.26
1756,41.26
1757,41.29
1758,41.3
1759,41.29
1760,41.29
1761,41.28
1762,41.2799
1763,41.27
1764,41.284
1765,41.29
1766,41.315
1767,41.295
1768,41.2999
1769,41.2945
1770,41.305
1771,41.32
1772,41.35
1773,41.355
1774,41.35
1775,41.35
1776,41.36
1777,41.38
1778,41.39
1779,41.37
1780,41.37
1781,41.37
1782,41.39
1783,41.41
1784,41.41
1785,41.4054
1786,41.4
1787,41.39
1788,41.39
1789,41.3997
1790,41.39
1791,41.39
1792,41.39
1793,41.3753
1794,41.375
1795,41.39
1796,41.37
1797,41.37
1798,41.36
1799,41.385
1800,41.3743
1801,41.37
1802,41.375
1803,41.38
1804,41.385
1805,41.395
1806,41.36
1807,41.37
1808,41.37
1809,41.365
1810,41.3699
1811,41.355
1812,41.3665
1813,41.375
1814,41.3699
1815,41.37
1816,41.37
1817,41.365
1818,41.363
1819,41.365
1820,41.37
1821,41.36
1822,41.35
1823,41.365
1824,41.37
1825,41.36
1826,41.335
1827,41.3354
1828,41.33
1829,41.32
1830,41.32
1831,41.325
1832,41.325
1833,41.33
1834,41.34
1835,41.3499
1836,41.345
1837,41.34
1838,41.35
1839,41.345
1840,41.32
1841,41.2726
1842,41.27
1843,41.24
1844,41.26
1845,41.27
1846,41.28
1847,41.3
1848,41.31
1849,41.33
1850,41.33
1851,41.33
1852,41.335
1853,41.33
1854,41.33
1855,41.33
1856,41.325
1857,41.32
1858,41.34
1859,41.34
1860,41.35
1861,41.34
1862,41.3346
1863,41.33
1864,41.32
1865,41.315
1866,41.29
1867,41.32
1868,41.31
1869,41.3
1870,41.32
1871,41.29
1872,41.29
1873,41.3
1874,41.29
1875,41.2945
1876,41.28
1877,41.31
1878,41.2744
1879,41.27
1880,41.285
1881,41.275
1882,41.27
1883,41.29
1884,41.3
1885,41.28
1886,41.3
1887,41.315
1888,41.305
1889,41.3
1890,41.285
1891,41.275
1892,41.26
1893,41.27
1894,41.29
1895,41.3032
1896,41.3
1897,41.31
1898,41.34
1899,41.3356
1900,41.335
1901,41.315
1902,41.33
1903,41.34
1904,41.3
1905,41.313
1906,41.32
1907,41.3272
1908,41.3232
1909,41.345
1910,41.33
1911,41.33
1912,41.33
1913,41.3145
1914,41.33
1915,41.34
1916,41.33
1917,41.31
1918,41.33
1919,41.31
1920,41.32
1921,41.28
1922,41.28
1923,41.28
1924,41.255
1925,41.26
1926,41.27
1927,41.295
1928,41.32
1929,41.38
1930,41.35
1931,41.36
1932,41.35
1933,41.34
1934,41.32
1935,41.3427
1936,41.375
1937,41.38
1938,41.39
1939,41.395
1940,41.421
1941,41.44
1942,41.425
1943,41.43
1944,41.4307
1945,41.45
1946,41.42
1947,41.41
1948,41.425
1949,41.42
1950,41.3722
1951,41.4016
1952,41.4225
1953,41.44
1954,41.42
1955,41.435
1956,41.445
1957,41.435
1958,41.44
1959,41.46
1960,41.43
1961,41.415
1962,41.435
1963,41.445
1964,41.44
1965,41.46
1966,41.47
1967,41.475
1968,41.475
1969,41.47
1970,41.4701
1971,41.48
1972,41.495
1973,41.485
1974,41.5
1975,41.5
1976,41.4999
1977,41.5
1978,41.5
1979,41.52
1980,41.51
1981,41.485
1982,41.5
1983,41.485
1984,41.5
1985,41.51
1986,41.52
1987,41.535
1988,41.54
1989,41.545
1990,41.56
1991,41.57
1992,41.53
1993,41.55
1994,41.52
1995,41.52
1996,41.51
1997,41.505
1998,41.515
1999,41.52
2000,41.51
