,Time,BA_spread,Price,Smart_price,Liquid_imb,MKT_cost,Log_return
0,1,0.21,0.13909,138.98875,0.01,-0.00041346,0
1,10,0.2,0.13909,138.97,0.012,-0.00043352,0
2,20,0.2,0.138885,138.88,0.018,-0.00043268,-0.000640564
3,30,0.2,0.138885,138.88,0.018,0.00043268,0
4,40,0.19,0.138885,138.8171429,0.023,0.00044274,0
5,50,0.2,0.13872,138.83,0.024,0.00043226,-0.000516263
6,60,0.19,0.13872,138.8366667,0.017,0.00045226,0
7,70,0.19,0.13872,138.8366667,0.017,-0.00045226,0
8,80,0.18,0.13872,138.882,0.008,0.00047232,0
9,90,0.18,0.13872,138.882,0.008,0.00047232,0
10,100,0.18,0.13872,138.8228571,0.015,0.00047232,0
11,110,0.2,0.1385,138.57,-0.009,-0.00043082,-0.000689307
12,120,0.2,0.1385,138.5933333,0.006,-0.00043076,0
13,130,0.2,0.13856,138.45,0.001,-0.0004301,0.000188101
14,140,0.15,0.13838,138.37,0.006,0.00044992,-0.000564548
15,150,0.24,0.13838,138.25,-0.001,-0.00034878,0
16,160,0.18,0.13838,138.278,-0.039,0.00046902,0
17,170,0.12,0.13838,138.4728571,-0.035,-0.00059022,0
18,180,0.12,0.13844,138.455,-0.046,-0.00059028,0.000188264
19,190,0.17,0.13822,138.2242857,-0.043,-0.0004892,-0.000690702
20,200,0.16,0.13829,138.306,-0.051,0.00050926,0.000219888
21,210,0.14,0.13837,138.3766667,-0.032,0.00053998,0.000251164
22,220,0.18,0.13837,138.4372727,-0.023,-0.00046974,0
23,230,0.18,0.13837,138.4372727,-0.023,-0.00046974,0
24,240,0.18,0.13837,138.4372727,-0.023,-0.00046974,0
25,250,0.18,0.13834,138.4423077,-0.025,-0.00046974,-9.41696E-05
26,260,0.16,0.1383,138.3177778,-0.019,0.0004998,-0.000125591
27,270,0.13,0.138385,138.4263636,-0.021,0.00056992,0.000266838
28,280,0.11,0.13847,138.4625,-0.024,-0.00061028,0.000266674
29,290,0.16,0.13844,138.4166667,-0.014,0.00050986,-9.41016E-05
30,300,0.15,0.13847,138.4,-0.003,-0.00053022,9.41016E-05
31,310,0.13,0.13845,138.416,0,-0.00057034,-6.27321E-05
32,320,0.13,0.13845,138.4952381,-0.016,0.00057034,0
33,330,0.12,0.13845,138.424,-0.015,0.0005804,0
34,340,0.14,0.13845,138.4577778,-0.007,-0.00055028,0
35,350,0.14,0.13845,138.4577778,-0.007,-0.00055028,0
36,360,0.15,0.138285,138.335,-0.061,0.00052926,-0.000517886
37,370,0.14,0.13817,138.2917647,-0.038,-0.00054896,-0.000361316
38,380,0.18,0.13817,138.26,-0.007,0.00046866,0
39,390,0.19,0.13817,138.2988235,-0.024,-0.00044872,0
40,400,0.19,0.13817,138.272,-0.021,-0.00044872,0
41,410,0.12,0.1382,138.2729412,-0.062,-0.00058896,9.42854E-05
42,420,0.13,0.138235,138.2855556,-0.079,-0.00056902,0.000109974
43,430,0.13,0.13829,138.2855556,-0.079,-0.00056902,0.00017276
44,440,0.11,0.138255,138.2707143,-0.103,0.0006092,-0.00010993
45,450,0.11,0.13844,138.3975,-0.051,-0.00061022,0.000580744
46,460,0.16,0.13844,138.42,-0.061,0.00050992,0
47,470,0.16,0.13844,138.4685714,-0.07,-0.00050992,0
48,480,0.15,0.13853,138.535,-0.054,-0.00053076,0.000282244
